Q8BR07	A0A087WUL8
Q8R2U6	P43251
P50427	P43304
Q921C5	P43307
Q61045	P43308
Q62422	P43351
Q3UKC1	P43353
Q80X56	P43355
Q9D385	P43356
D3YZP9	P43357
Q9WTP7	P43358
Q3UDR8	P43360
Q8CID0	P43361
P27601	P43362
P70255	P43363
P06804	P43364
P97480	P43378
P00536	P43403
Q62190	P43405
Q9JK23	P43487
Q9ER81	P43490
Q9WU19	P43628
A2AVA0	P43631
Q8BHN0	P43657
P16951	P43681
Q8BI67	P43686
Q8K3E5	P43694
Q9D0Q7	P43699
Q61142	P43897
Q99LI5	P45880
Q8C7V3	P45954
Q91YH6	P45973
O55128	P45974
Q61026	P45983
Q02788	P45984
Q8CES0	P45985
P62315	P46013
Q8VDH1	P46019
Q8C0E3	P46020
Q8VHJ7	P46059
Q60597	P46060
P97450	P46063
Q9CZJ1	P46087
Q33DR2	P46098
P97433	P46100
Q9Z2X8	P46108
P70206	P46109
Q9D424	P46199
Q60598	P46379
Q6PFD5	P46459
Q0VDM9	P46527
P48754	P46531
Q8VIM0	P46663
P46096	P46734
O35609	P46736
Q9R1P3	P46776
Q6ZWV7	P46777
Q921N6	P46778
Q6ZQL4	P46779
Q8CDN6	P46781
Q9DBE9	P46782
P62830	P46783
Q9D6R2	P46821
P12979	P46926
Q62261	P46934
Q3TCH7	P46937
Q00899	P46939
P39053	P46940
Q8K3Z9	P46976
P48024	P46977
Q61625	P47224
Q6NZI9	P47712
Q6P1F6	P47755
Q61545	P47756
A3KGV1	P47775
G5E8P0	P47813
P53668	P47871
Q9CZK6	P47895
O89100	P47900
Q8QZV4	P47902
P70279	P47914
Q6PR54	P47929
Q9R0Q7	P47974
Q8BYA0	P47985
D3Z4I3	P47992
Q921T2	P48023
Q9JK30	P48029
Q9CQ39	P48039
Q921G8	P48047
Q8K1T4	P48051
Q07139	P48059
Q8VDU5	P48061
Q99KE8	P48147
P57725	P48163
Q62141	P48165
Q9WVD5	P48167
Q8BHX1	P48200
Q8BQP9	P48230
D3YV10	P48307
O08692	P48380
Q8JZL7	P48426
Q9D415	P48431
B2RT41	P48443
O35730	P48444
Q9JLG8	P48449
Q68EF4	P48454
Q922G2	P48507
Q8R1G6	P48509
P62492	P48539
P61294	P48552
Q5DTN8	P48553
Q8K4G5	P48556
P97784	P48594
P51174	P48634
Q71RI9	P48637
Q9D5V5	P48643
Q3UHX0	P48645
Q6P5H2	P48651
Q8VDL4	P48668
Q5SPW0	P48681
P29319	P48723
P18052	P48729
O70475	P48730
Q61701	P48735
Q8C2K1	P48739
P47810	P48741
Q61183	P48745
Q9QYH6	P48960
Q9CWG9	P49005
Q60862	P49006
Q61221	P49023
Q9D1Z3	P49069
Q5SQX6	P49116
Q8CI32	P49137
P61092	P49146
Q91ZU1	P49184
Q62469	P49189
Q9CR70	P49190
Q3TBW2	P49207
C0HKE2	P49247
O35227	P49257
P48972	P49286
Q6PIE5	P49321
Q6PDQ2	P49327
O70546	P49336
Q8VDR9	P49354
P28474	P49356
E9QA62	P49366
Q62318	P49368
Q9D172	P49406
Q9CXW3	P49407
P52480	P49411
Q8BSP2	P49418
A2A5R2	P49419
P70677	P49427
Q9R171	P49447
E9Q5C9	P49450
P01837	P49454
P83882	P49458
Q3UZA1	P49459
Q8BND3	P49585
P58281	P49588
Q9CY34	P49589
Q6P5G3	P49591
Q0PD08	P49593
Q99NA2	P49638
Q7TPV4	P49639
A2RTF1	P49641
Q9CRA5	P49642
F2Z4A3	P49643
P51906	P49662
P23249	P49674
Q80V24	P49703
Q811M1	P49711
Q9JJP2	P49715
O70139	P49716
Q62130	P49720
Q99JX7	P49721
Q9QUM0	P49736
Q61084	P49746
Q69ZS7	P49748
Q5PR73	P49750
Q8C0S1	P49754
P62484	P49755
Q9QZD9	P49756
Q99J47	P49757
O88513	P49759
P26350	P49760
Q14AX6	P49761
A6ZI47	P49765
Q9CQ65	P49768
Q8K327	P49770
O55013	P49773
Q80XQ2	P49790
Q8CJG1	P49792
Q9CZX9	P49796
P14246	P49810
O70252	P49815
Q9QYM8	P49821
P10085	P49840
P41105	P49841
Q8C7E9	P49848
Q717B4	P49862
Q8C180	P49901
Q91W82	P49902
Q8BGJ0	P49903
Q60870	P49910
P47968	P49915
P28656	P49916
Q9QY40	P49917
Q05512	P49959
A3KGB4	P50148
Q8R412	P50151
E9Q6D6	P50213
Q9Z101	P50221
O89019	P50222
O88932	P50225
P09065	P50238
Q6P9P0	P50281
P97313	P50395
P28652	P50402
Q9CPY3	P50406
Q8BJF9	P50416
Q3TKJ9	P50443
F8VQN3	P50452
Q5FWH6	P50453
Q8R480	P50454
Q9CX48	P50458
Q8K2M0	P50502
Q6PFQ7	P50539
Q61739	P50542
Q9D2H6	P50548
O89053	P50552
P55041	P50553
Q9QYJ0	P50570
Q9R0H0	P50579
P11531	P50613
Q64522	P50748
P01749	P50749
Q9CXW4	P50750
Q9D2G5	P50851
Q8K3Y3	P50876
Q923A2	P50895
Q8BK64	P50897
P99028	P50914
P61982	P50990
P57780	P50991
P08042	P50993
Q6VN19	P50995
P25446	P51003
Q60520	P51114
Q9WVG6	P51116
Q9CS42	P51148
P47753	P51149
Q60674	P51151
Q9DCA5	P51153
Q9D281	P51159
Q8BGY3	P51178
Q9JIG7	P51451
Q9DC40	P51452
Q8BLJ6	P51460
Q9R100	P51530
Q9QZ73	P51531
A0A338P6K9	P51553
O70460	P51570
Q9DCD0	P51571
Q9CWK8	P51572
P22227	P51587
Q08460	P51608
Q61024	P51610
Q9Z1G3	P51617
Q9CQM9	P51636
Q91VI7	P51648
Q9CR40	P51649
Q5DID3	P51654
E9Q784	P51659
P70303	P51665
P30999	P51668
Q149C3	P51671
Q5SSE9	P51674
Q6PHS6	P51679
Q9CXE6	P51684
Q61180	P51687
Q9WTK2	P51688
Q3UH99	P51692
Q8C551	P51693
Q9EQU5	P51784
Q5BLK4	P51788
Q8R2Y8	P51790
Q61090	P51798
Q62282	P51805
Q60648	P51808
Q8VDW4	P51809
Q8BJ42	P51812
P23906	P51813
Q80US8	P51817
O35930	P51825
Q3UHX9	P51858
Q9WTL7	P51888
Q8VDZ4	P51946
Q9R062	P51948
P55012	P51955
P43241	P51957
P98064	P51959
Q62191	P51965
Q64213	P51970
Q9CZ44	P51991
Q99NB9	P52198
Q9D1K2	P52209
O70251	P52272
Q501J6	P52292
P39447	P52294
B9EKR1	P52298
Q52KE7	P52306
Q8BML1	P52333
Q8BKA3	P52429
P70399	P52434
O54984	P52435
P35803	P52564
Q7TSJ2	P52565
Q8BKS9	P52569
Q9CPN8	P52594
Q9CZ13	P52597
Q80ZX0	P52630
Q922L6	P52655
Q9EQZ6	P52701
O35685	P52732
Q99K74	P52735
P59900	P52739
Q9QZA0	P52747
Q60934	P52756
Q8BWR8	P52758
E9Q8D0	P52788
Q91YI0	P52789
Q8BVL9	P52797
Q91ZX7	P52798
P61216	P52799
Q3UHK6	P52803
P54728	P52815
O70622	P52848
F6QTX1	P52849
Q5DTV4	P52888
Q99LW6	P52895
Q7TQF7	P52907
Q3UDE2	P52926
P31996	P52943
Q8BGC4	P52948
Q99L27	P52952
Q6ZQ93	P53004
P62984	P53007
Q640N3	P53041
Q6XVG2	P53350
Q91YJ2	P53355
Q6PKN7	P53365
Q7TPB0	P53367
Q9CWV0	P53384
Q08509	P53396
Q61025	P53539
Q8JZZ7	P53567
Q8BMJ7	P53582
Q91WG2	P53597
Q9JIB0	P53602
P02798	P53611
Q9D0G0	P53618
Q61879	P53621
Q8BIF2	P53634
O88705	P53667
O54864	P53671
O54804	P53673
Q64373	P53675
O70404	P53680
P97872	P53701
Q9WV06	P53708
Q8CIV2	P53778
O35544	P53779
A2AQP0	P53794
Q7M6Y2	P53801
A2AHJ4	P53803
Q0KK59	P53804
Q810T2	P53805
P51180	P53985
Q9CR11	P53990
Q99L43	P53992
Q9DCR2	P53999
P97302	P54098
Q3U1G5	P54105
Q91WC3	P54132
Q8BKX1	P54136
Q4VA53	P54198
Q9ET01	P54219
Q6DFV3	P54252
P08752	P54253
Q3ULD5	P54259
Q9D906	P54274
P70339	P54277
Q9D620	P54278
P97813	P54289
Q3TMX7	P54315
Q64378	P54577
Q8CG73	P54578
Q8VI93	P54619
Q91V92	P54646
P22682	P54652
Q9Z0J0	P54687
E9Q616	P54707
Q8R060	P54709
Q8VBW6	P54725
Q8BZQ7	P54727
Q91UZ4	P54756
Q9CQ69	P54760
P12246	P54764
Q5XG71	P54802
Q70IV5	P54819
Q6ZQF7	P54829
Q8CDI2	P54849
Q8C310	P54852
Q62465	P54886
Q38HM4	P55000
Q9CSU0	P55010
Q91VT4	P55011
P23927	P55036
Q9D2I5	P55039
Q9JM63	P55040
Q99MV7	P55055
P98195	P55058
Q9CY62	P55060
Q80WJ1	P55061
P52912	P55072
Q9CPW7	P55075
Q8BRT1	P55081
O35874	P55082
Q60795	P55083
P08113	P55084
A2APX8	P55085
Q8K285	P55145
P01831	P55196
O88630	P55198
Q8JZX4	P55199
Q9EPL4	P55201
Q9Z2N8	P55209
Q9WV72	P55210
Q8K010	P55211
Q8K124	P55212
Q7TNF0	P55263
Q8BGR9	P55265
Q05117	P55268
Q6NXK8	P55273
Q0VGU4	P55290
Q8C6I2	P55316
Q8C437	P55317
Q8CFE6	P55318
Q9WVM3	P55327
Q793I8	P55345
Q3URU2	P55347
Q8C7N7	P55735
Q9CQC7	P55769
Q8K249	P55786
Q8CDM4	P55789
Q7TQH0	P55795
Q9CQ10	P55809
Q9JHQ5	P55854
Q9CQ75	P55884
Q91VN0	P55899
Q00560	P55957
Q9QXY6	P56134
Q9CQ56	P56159
P32261	P56180
Q9DC07	P56181
P21981	P56192
Q60604	P56199
Q8CG76	P56270
J3KMS6	P56279
O09131	P56282
P24638	P56377
Q8K2Y0	P56381
Q8BN58	P56385
P63037	P56524
Q91W50	P56537
Q9CXU9	P56539
Q9QXS6	P56545
P49117	P56556
P70389	P56559
Q91YT2	P56589
P70314	P56704
Q923T7	P56705
Q8VDN4	P56851
Q99MW3	P56937
P28660	P56945
Q91VR7	P56962
Q9JKN5	P57052
P50652	P57054
Q9D938	P57055
Q64446	P57058
O88561	P57059
P01635	P57060
Q9DCJ1	P57071
Q811B3	P57075
Q9DCV7	P57076
P62334	P57078
Q920R0	P57081
Q8CI66	P57086
P81117	P57088
Q9CTN5	P57105
P30416	P57678
P98154	P57682
Q9WV69	P57721
Q6P6M5	P57723
Q8BHK9	P57727
Q3U5N6	P57735
Q9JMG1	P57737
Q60876	P57740
Q8BWB6	P57772
Q8K0V2	P57775
O35127	P58012
O35927	P58107
O35739	P58166
Q9D0R4	P58317
Q8K442	P58340
Q9QWK5	P58397
Q8BZJ7	P58418
Q9CXV0	P58546
Q8CG03	P58557
P47242	P58658
Q62000	P58753
Q9D1Q6	P58876
P27038	P59020
Q8CDK3	P59665
Q8C0V0	P59768
P54729	P59923
Q8VDQ1	P59942
Q9CYR6	P59990
Q80W03	P59991
P70388	P59998
Q61330	P60006
Q61768	P60033
A2RS43	P60059
Q61466	P60174
Q61161	P60201
P62881	P60228
O54786	P60321
Q8CIG3	P60323
P19091	P60328
Q8R3P0	P60329
Q9D783	P60331
O88470	P60369
P28481	P60370
Q60644	P60371
Q6A078	P60409
Q8K245	P60410
Q9QZN4	P60411
P0C090	P60412
Q91Z38	P60468
P62983	P60484
Q8BIZ1	P60510
Q9CYR0	P60520
Q9CY57	P60604
Q3TSG4	P60606
O55201	P60660
Q7TMK9	P60709
Q52KI8	P60842
Q9R1P1	P60866
Q8BQP8	P60880
Q80W93	P60891
Q8BHG1	P60896
A2AIV2	P60900
P56394	P60903
Q80YT7	P60953
Q61550	P60981
Q91VR8	P61006
Q9D8L5	P61009
Q8CIC2	P61011
P16879	P61019
Q8K1S2	P61020
Q80UM7	P61024
Q8R0S4	P61026
O35099	P61073
Q9JIF7	P61077
P62889	P61081
P61021	P61086
B9EJA2	P61088
Q9JM76	P61106
P03940	P61158
Q9WUB3	P61160
Q99JX4	P61163
Q9DCM7	P61165
P47941	P61201
E9Q740	P61204
Q8BGH4	P61218
O35643	P61221
Q8VDQ8	P61224
Q99NB1	P61225
Q8BP92	P61236
Q9Z139	P61244
Q9DC70	P61247
Q9DB27	P61254
Q80VG1	P61266
Q7TMM9	P61289
P26516	P61313
Q8BM39	P61326
Q3U2K5	P61328
Q8C9Q5	P61353
Q3UPW3	P61371
O08808	P61421
O54790	P61457
P99026	P61513
Q61539	P61586
Q9CQE0	P61587
Q8BWJ3	P61601
O55131	P61604
Q9CQJ6	P61619
Q9Z2W9	P61626
P70375	P61758
P06467	P61764
Q01063	P61769
Q9QZF2	P61803
Q9CRA4	P61916
Q9JHK4	P61923
Q99LP6	P61927
Q9Z2D6	P61956
O70361	P61960
Q60605	P61962
Q5SW19	P61964
O35181	P61966
Q925H1	P61968
Q9Z0X4	P61970
Q8VIJ6	P61978
Q9CQJ4	P61981
Q9DCE9	P62068
Q5SWD9	P62070
Q9Z1W9	P62072
Q6XZL8	P62079
P70404	P62081
P60335	P62136
Q922U1	P62140
P52734	P62166
Q99JY0	P62191
Q60668	P62195
P62911	P62241
Q9CZ04	P62244
P14206	P62249
Q9CPS7	P62253
Q6R891	P62256
Q8BP00	P62258
Q9Z1P6	P62263
Q9CRB9	P62266
Q99JY9	P62269
Q3UGC7	P62273
P14115	P62277
P19783	P62280
O88487	P62304
O88544	P62306
Q8BFY6	P62308
P53690	P62310
O35943	P62312
O35900	P62314
P09411	P62316
Q3V1V3	P62318
Q8BMY7	P62328
P70460	P62330
Q9D1I6	P62333
Q9Z0J1	P62341
Q8BGT8	P62380
Q9JJI8	P62424
Q99PL6	P62487
P35917	P62491
Q9QYC7	P62495
Q9D4D4	P62502
Q91XU0	P62508
Q9D6L8	P62633
Q9CZT5	P62699
P97371	P62701
Q8BV13	P62714
Q9WUD1	P62736
P25801	P62745
P60867	P62750
Q9DCT2	P62753
P50428	P62760
Q64321	P62805
Q78JW9	P62807
Q3TDN2	P62820
Q9DC51	P62826
P63038	P62829
Q6GQS1	P62834
Q6P5G6	P62837
P62307	P62841
P62311	P62847
Q04447	P62851
Q61249	P62854
P42125	P62857
Q9QXE0	P62861
Q99LF4	P62873
Q9CU65	P62875
Q8BMF4	P62877
Q8BUV3	P62879
Q99LY9	P62888
Q8CI75	P62891
Q9JMA1	P62899
Q8CEC6	P62906
Q8BSL7	P62910
P62858	P62913
Q9JKX4	P62917
P39054	P62937
Q8BKT7	P62942
Q8R3N1	P62979
Q62277	P62987
Q9CQV8	P62993
Q5SSI6	P62995
E9Q2M9	P63000
P10605	P63010
Q8R3P7	P63027
P60605	P63096
Q80TT8	P63098
Q3U1J4	P63104
P17095	P63146
Q64700	P63151
Q80Y17	P63162
Q9R0P9	P63165
Q9ES28	P63167
Q8CIK8	P63172
O55135	P63173
Q811D0	P63208
Q8R5K4	P63218
Q8BLB0	P63220
Q8VEJ4	P63241
Q6P4T2	P63244
P51150	P63261
P39038	P63267
Q62431	P63272
Q921F2	P63279
Q3TD49	P63313
P70662	P67775
O08810	P67809
O55098	P67812
Q8BP67	P67870
P97820	P67936
P46061	P68032
Q3U9G9	P68036
P38647	P68104
Q9Z2W8	P68106
P23475	P68133
Q60973	P68363
Q9Z127	P68366
Q02053	P68371
O70133	P68400
Q3UMG5	P68402
P05480	P68431
P52483	P68871
Q60980	P69849
A2ASS6	P69905
Q9D417	P78310
P63216	P78316
P10637	P78317
A0A087WPF7	P78318
Q6P542	P78324
Q9D312	P78329
Q9WTT4	P78332
Q8VHI3	P78334
Q8R4K8	P78337
Q8BMD8	P78344
O35250	P78345
O54917	P78346
O88935	P78347
Q6PDJ1	P78348
Q9QZ04	P78352
Q9QYY8	P78356
A1A535	P78357
O35492	P78358
P62301	P78362
Q69ZS8	P78364
Q0P5X1	P78368
Q64337	P78371
Q571F8	P78382
Q9DAX9	P78385
Q80X44	P78386
Q91XS1	P78395
Q3U0X6	P78396
Q8VE70	P78406
Q62167	P78410
Q8BYJ6	P78417
Q9CX80	P78423
Q6P926	P78424
Q9CQ28	P78508
Q91VR2	P78527
Q8CIM3	P78536
O88551	P78537
Q6B966	P78545
Q9CQI4	P78549
Q9QXD6	P78559
E9QAG8	P78563
Q8VCZ7	P79483
Q61660	P80162
O70126	P80188
P11862	P80303
P52950	P80370
Q68EF0	P80404
P61164	P80723
P62737	P81408
Q64191	P81605
Q9CUL5	P81877
P20060	P82650
Q8C8T8	P82663
Q9D7S7	P82664
Q9DBF1	P82675
S4R1M9	P82912
Q9CQY6	P82914
O35386	P82921
P05202	P82930
Q6P6M7	P82932
Q9DCZ4	P82933
O70469	P82970
P30681	P82979
Q8R146	P83105
O88703	P83111
Q3UZP4	P83369
P00342	P83436
E9Q394	P83731
Q5HZG4	P83876
P45376	P83881
P62814	P83916
P11276	P84022
Q9BCZ4	P84074
Q8BZ98	P84077
Q91WK0	P84085
Q68FG2	P84090
O08553	P84095
P62849	P84098
P70122	P84101
P63044	P84103
P63323	P84243
Q62351	P84996
Q812A2	P85037
Q9QXG4	P86478
Q8QZT2	P86479
Q9CWL2	P86480
Q91WB4	P86481
Q8CB77	P86496
Q6RI63	P86791
Q8VBX2	P98077
Q61495	P98082
P07628	P98095
Q03717	P98153
Q61016	P98160
B2RR83	P98164
Q9JKY5	P98170
Q9Z1Z0	P98172
Q99K85	P98179
Q9DCF9	P98194
Q6P9Q4	P98198
Q9WUU7	P99999
P01108	Q00005
P43267	Q00013
Q8R5M8	Q00059
O08759	Q00325
Q61656	Q00341
P43120	Q00403
P10166	Q00444
O35718	Q00526
Q61576	Q00534
O88809	Q00535
Q61885	Q00536
Q8VC70	Q00537
Q8QZZ7	Q00577
Q8BHJ5	Q00587
Q60760	Q00597
O88848	Q00604
P68254	Q00610
Q08775	Q00613
P51637	Q00653
Q5SSM3	Q00688
Q80TE4	Q00765
Q8C8N2	Q00796
P47911	Q00839
Q8BG67	Q00872
Q9DBG3	Q00987
Q8R344	Q00994
Q08376	Q01081
Q8BFR5	Q01082
Q3UH68	Q01085
Q925E0	Q01094
Q64521	Q01105
Q8CHC4	Q01130
E9PX95	Q01151
Q9CQR6	Q01167
Q9Z2V5	Q01196
O70174	Q01201
O88990	Q01344
Q9D883	Q01433
Q8QZZ8	Q01453
P49962	Q01469
Q8C163	Q01484
Q6ZPF4	Q01518
Q9D2Y4	Q01523
Q3UHB1	Q01524
Q6NVE5	Q01543
Q9QUK9	Q01546
Q60710	Q01581
P54822	Q01628
Q99PU5	Q01650
P0C8B4	Q01658
P14231	Q01664
Q9R0A0	Q01780
Q9D0M5	Q01804
Q62376	Q01813
Q07797	Q01814
P48301	Q01826
Q91ZJ5	Q01831
O70305	Q01844
P43136	Q01850
Q5SUR0	Q01860
Q91X45	Q01968
Q4JFN6	Q01970
Q9JIW9	Q01973
Q04690	Q01974
B2RRF6	Q01995
Q9R233	Q02040
Q91ZA6	Q02078
P18653	Q02083
Q5H8A1	Q02108
D3Z4X4	Q02153
B2RR24	Q02156
Q8R0J1	Q02218
P97861	Q02224
Q61288	Q02241
Q921K8	Q02252
Q3UPY5	Q02297
Q8BG48	Q02338
Q3TL26	Q02363
Q7TQC7	Q02383
B2RX88	Q02410
Q05860	Q02413
Q8C669	Q02446
P18608	Q02447
Q9Z0H0	Q02487
Q9CQQ4	Q02535
Q9CR21	Q02539
P61327	Q02543
Q3TYS2	Q02548
Q99J10	Q02742
P16675	Q02750
Q8BI23	Q02763
P34057	Q02779
Q3THK7	Q02790
Q6P4S8	Q02809
Q9Z2S7	Q02818
Q8C9M2	Q02833
Q9CQR2	Q02878
O70310	Q02880
Q9JJ28	Q02930
Q9CWR8	Q02952
O35344	Q02978
Q3UV17	Q03001
A2AF35	Q03014
Q8C3J5	Q03060
Q80U04	Q03111
B2RQE8	Q03112
Q9ERU9	Q03135
P43407	Q03154
Q9R1R2	Q03164
Q8CJ78	Q03167
Q99JH7	Q03169
B2RQR8	Q03181
E9PUD6	Q03188
P84228	Q03252
Q2YDW7	Q03393
Q3TRM4	Q03405
P56565	Q03426
Q80T19	Q03431
E9Q6X9	Q03468
Q9CZ42	Q03518
Q6P6N5	Q03692
Q9ESX5	Q03701
Q99PG4	Q03721
Q8K2D3	Q03933
P07607	Q03936
Q8C5D8	Q03989
P47757	Q04206
Q8CI61	Q04323
Q9WTU6	Q04446
Q99ME9	Q04637
P22005	Q04656
Q62523	Q04695
Q8BJQ2	Q04721
Q9D1B9	Q04724
Q9CX99	Q04725
Q91WN1	Q04726
P97760	Q04760
Q8C4B4	Q04771
Q3UHC7	Q04837
O08989	Q04844
Q60974	Q04864
Q9ER41	Q04912
P25233	Q04917
Q3U182	Q04941
Q9DA19	Q05048
P84104	Q05086
Q6R3M4	Q05193
Q6VNS1	Q05195
Q9Z2W0	Q05209
Q9CQE7	Q05329
Q6PB66	Q05397
P29416	Q05513
A2AF47	Q05516
Q9D5T0	Q05519
O35448	Q05586
Q8CGF7	Q05639
A6PWY4	Q05655
Q8VDM4	Q05682
Q9D2H2	Q05707
Q9R0C8	Q05823
Q62084	Q05923
P58321	Q05925
Q9D8C3	Q05940
Q9CXV3	Q05952
Q3U285	Q05BQ5
Q9ERQ3	Q05D32
E9Q2W8	Q05D60
P14094	Q06124
Q5SUQ9	Q06136
P28357	Q06187
Q9JII1	Q06203
P14152	Q06210
Q8VD37	Q06265
P20444	Q06323
Q8CIB5	Q06330
A2A870	Q06418
Q9EPL0	Q06432
Q6ZQH8	Q06455
P98078	Q06481
Q9CUG6	Q06495
Q62240	Q06546
Q80VY2	Q06547
Q61011	Q06587
Q8VE19	Q06609
Q8CB44	Q06710
Q9DCC4	Q06787
P58334	Q06828
P47857	Q06830
Q8BFZ4	Q06945
Q8C031	Q07001
Q810U3	Q07002
P49722	Q07020
P14685	Q07021
Q99KV1	Q07065
B2RU80	Q07157
P56450	Q07325
Q921M4	Q07627
P15864	Q07666
Q9CQ80	Q07812
Q7TPV2	Q07817
Q7TQE7	Q07820
Q8BPN8	Q07864
P47934	Q07866
Q5XF89	Q07869
Q8BYW9	Q07889
P21995	Q07890
Q9Z1B5	Q07912
Q6ZQ73	Q07954
P62245	Q07955
Q8BVG4	Q07960
Q8K4B2	Q07973
A3KGW5	Q08043
Q5SRX1	Q08050
P46460	Q08117
Q4VBD9	Q08170
Q3UFQ8	Q08174
P49138	Q08188
Q8R4U7	Q08209
Q91YT0	Q08211
Q61206	Q08257
Q8BHP2	Q08345
Q99JT9	Q08357
O08795	Q08378
Q8VDD5	Q08379
P19096	Q08380
Q9Z268	Q08426
Q9JJI6	Q08431
P70402	Q08499
Q9WTU0	Q08554
Q9CX13	Q08623
Q9DB91	Q08722
A2AGL3	Q08752
P37172	Q08830
P14234	Q08881
P62852	Q08945
Q66GT5	Q08999
Q9CZR8	Q08AD1
Q8BHZ0	Q08AF3
Q497V5	Q08AG7
P14602	Q08AM6
B2RSH2	Q08J23
O35600	Q09019
Q91WD5	Q09028
Q9CY58	Q09161
Q9CQT5	Q09328
Q9R1K5	Q09472
Q00993	Q09666
Q3UMM4	Q0D2I5
Q8R4G0	Q0D2K3
Q56A07	Q0JRZ9
Q8BYK4	Q0P651
P58058	Q0PNE2
O88843	Q0VAQ4
O35625	Q0VD86
P19788	Q0VDD7
P11214	Q0VDF9
Q6PDM1	Q0VG06
Q9CXV9	Q0VGL1
Q08943	Q0ZGT2
Q8BXQ2	Q10471
P01592	Q10472
P62482	Q10567
Q505F5	Q10570
Q8K2T8	Q10713
Q91Y97	Q11206
P05214	Q12756
Q80WC7	Q12765
O55103	Q12767
Q08288	Q12768
O35326	Q12769
Q8BYR2	Q12770
Q9CQU0	Q12772
B7ZMP1	Q12774
A8C756	Q12778
P13541	Q12788
Q8VDM6	Q12789
Q9CPV7	Q12792
P97929	Q12797
Q91V27	Q12798
Q8C863	Q12800
Q9CXK9	Q12802
O88738	Q12805
Q9JMH3	Q12815
Q02591	Q12816
Q9DCW4	Q12824
Q8BJA3	Q12829
Q8C033	Q12830
Q99NE9	Q12834
Q8K2V1	Q12837
Q9Z0H1	Q12840
Q5SUF2	Q12841
Q80WQ2	Q12846
Q9Z0Y1	Q12849
Q9DB73	Q12851
Q80XP9	Q12857
F8VPZ3	Q12860
Q8K352	Q12866
Q9Z315	Q12872
P63276	Q12873
P48722	Q12874
Q8VHW2	Q12879
P23440	Q12888
Q99J72	Q12891
P70429	Q12899
O88456	Q12904
Q6ZWN5	Q12905
P97461	Q12906
P70257	Q12907
Q14BI2	Q12913
O70191	Q12918
Q91VX2	Q12923
O88693	Q12926
P82347	Q12929
Q9D1G2	Q12934
Q6ZQE4	Q12946
O70570	Q12947
Q9WUR2	Q12948
Q9D0L4	Q12950
Q8VD12	Q12951
O08908	Q12952
Q9ESW4	Q12955
P05622	Q12959
Q8BL80	Q12962
Q9ESZ8	Q12965
O35954	Q12972
A2APB8	Q12974
P70695	Q12980
Q9Z1J3	Q12981
Q8K009	Q12982
Q8C170	Q12983
Q9CWZ3	Q12986
P26043	Q12996
Q91YE5	Q12999
O35674	Q13009
P19221	Q13011
O70333	Q13017
Q61789	Q13021
O70481	Q13033
O35526	Q13042
Q8CHV6	Q13043
O35143	Q13045
Q68FH0	Q13049
Q91WQ3	Q13057
Q920G8	Q13061
Q923E4	Q13064
P84309	Q13069
P05627	Q13077
Q8BH43	Q13084
Q8CGK3	Q13085
O35387	Q13094
Q3THE2	Q13098
Q6A009	Q13099
Q8CC88	Q13107
Q3UH66	Q13111
Q7TNC4	Q13112
Q69ZS0	Q13113
Q8BYH0	Q13114
Q3TIR3	Q13115
Q80Y81	Q13123
Q7TSH2	Q13126
Q91VN1	Q13127
Q9Z0X1	Q13131
P82020	Q13133
Q9QZQ8	Q13136
Q9WTN6	Q13137
O88623	Q13144
Q8CJG0	Q13148
Q99LT0	Q13151
Q03141	Q13153
P27773	Q13155
Q9JLC6	Q13158
Q9D0R8	Q13162
Q69ZW3	Q13163
O89017	Q13164
P23242	Q13177
Q64458	Q13185
P25799	Q13190
P61082	Q13191
P26040	Q13200
A0A0U1RPA7	Q13202
O89086	Q13206
Q8R127	Q13214
P48316	Q13216
P70182	Q13217
P59511	Q13224
Q6PFE3	Q13227
Q9D7N9	Q13228
P55292	Q13232
P15209	Q13233
Q61205	Q13241
P47915	Q13242
Q8BG32	Q13243
Q9CR61	Q13247
Q8K3V7	Q13253
Q99KQ4	Q13257
P62259	Q13263
A2ADA5	Q13268
Q80ZS3	Q13277
P67984	Q13283
Q8VC85	Q13286
Q9EPQ2	Q13287
P33242	Q13291
P23804	Q13296
G3X8W1	Q13303
Q61188	Q13304
P47739	Q13308
P54726	Q13309
Q9Z204	Q13310
Q80TE7	Q13315
Q3ULZ2	Q13322
A2AKX3	Q13323
Q9R1Q7	Q13325
Q2NL51	Q13330
A2AUC9	Q13332
O35054	Q13336
P46097	Q13347
Q3V1H3	Q13349
Q61703	Q13351
Q9Z222	Q13352
Q80W76	Q13356
Q9JHG0	Q13361
P0DW27	Q13362
Q9JKR6	Q13363
P04344	Q13368
Q9R1S0	Q13370
F6VAN0	Q13371
Q8BLB7	Q13387
Q8BX70	Q13393
Q9ERE9	Q13395
Q9ET26	Q13404
O35681	Q13405
Q9Z207	Q13409
Q8BGA8	Q13415
Q8BG40	Q13416
Q9CYZ2	Q13418
Q4G5Y1	Q13421
Q63844	Q13422
Q69Z98	Q13423
O08997	Q13424
P54227	Q13425
Q8CGM1	Q13426
P07310	Q13427
P27661	Q13428
Q61982	Q13432
O88325	Q13433
Q99020	Q13435
Q62388	Q13438
Q60960	Q13439
O55100	Q13442
Q9ERE2	Q13443
P13011	Q13444
Q810J8	Q13445
Q6P5E4	Q13451
Q8BZN6	Q13454
P0C0S6	Q13459
