Q12511	A0A087WUL8
Q08271	Q5VVX9
Q06417	Q5VWN6
Q99189	Q5VWP2
P38628	Q5VWQ0
P10566	Q5VWT5
Q12066	Q5VWX1
Q12450	Q5VYK3
Q12491	Q5VYS8
Q12512	Q5VZ89
P36083	Q5VZL5
P08468	Q5W0B1
P37898	Q5W5X9
P23291	Q5XPI4
P36166	Q63HN8
P12904	Q63HR2
P23595	Q63ZY3
Q08270	Q658P3
P48360	Q658Y4
O14464	Q659C4
P0CW40	Q66K74
P40076	Q66K89
Q04228	Q66LE6
P48569	Q66PJ3
P54784	Q676U5
P49957	Q68CQ4
Q04705	Q68D85
Q99380	Q68D86
P32350	Q68DV7
Q04839	Q68E01
Q3E7Y8	Q68EM7
Q8TGJ2	Q69YG0
Q01477	Q69YN4
P19541	Q69YQ0
P06787	Q6A162
P36125	Q6AI08
P43538	Q6AW86
Q03937	Q6AZY7
P36122	Q6AZZ1
P53037	Q6B8I1
P38959	Q6DD88
Q12034	Q6DKI1
Q12483	Q6DKK2
P40101	Q6DN90
P52868	Q6EEV4
Q12200	Q6EMK4
P50874	Q6FI13
P53239	Q6I9Y2
P14284	Q6IAA8
Q12266	Q6IAN0
P40206	Q6IBS0
Q04739	Q6IBW4
P28321	Q6IN84
P47175	Q6IN85
Q08911	Q6IQ23
Q12059	Q6JQN1
P50094	Q6K0P9
P23394	Q6KC79
Q3E746	Q6L8G4
P43547	Q6L8G8
P53154	Q6L8G9
P39969	Q6L8H2
Q8TGJ3	Q6MZM0
Q12259	Q6N021
P53140	Q6N075
P0CY06	Q6NSJ2
Q08223	Q6NSJ5
P47110	Q6NT76
Q03266	Q6NTF9
Q03702	Q6NUK1
Q12393	Q6NUM9
Q06511	Q6NUN9
P53323	Q6NUQ1
P35999	Q6NUQ4
Q06676	Q6NVV3
P53074	Q6NX45
P32857	Q6NXE6
Q04212	Q6NXT2
Q12315	Q6NYC1
P38835	Q6NYC8
P36060	Q6NZI2
Q07527	Q6NZY4
Q03778	Q6P087
Q05812	Q6P158
P12612	Q6P1J9
Q12128	Q6P1K2
Q04119	Q6P1L8
P40580	Q6P1M0
P22289	Q6P1M3
Q12175	Q6P1W5
Q12251	Q6P1X5
Q12048	Q6P2C8
P25649	Q6P2E9
Q05022	Q6P2Q9
P08638	Q6P3W7
Q7LHG5	Q6P3X3
P53889	Q6P4A7
Q12093	Q6P4A8
P15624	Q6P587
Q08981	Q6P597
P22133	Q6P5W5
P53267	Q6P5Z2
P00729	Q6P996
O13525	Q6P9B9
P47167	Q6P9H4
Q04223	Q6PCB5
Q12121	Q6PCT2
P40054	Q6PD62
P25366	Q6PEX3
Q08118	Q6PF18
P53153	Q6PGP7
P54005	Q6PI48
Q08645	Q6PIU2
P46997	Q6PJG6
P09880	Q6PJI9
Q03525	Q6PJT7
P38210	Q6PK04
Q03691	Q6PKC3
P25368	Q6PKG0
P53322	Q6PL45
P43124	Q6Q0C0
P53720	Q6QNY1
P36049	Q6R327
Q92393	Q6RFH5
P38825	Q6RW13
Q06696	Q6S8J3
Q12172	Q6SPF0
P40582	Q6T4P5
P53272	Q6UB35
P38321	Q6UB99
P53295	Q6UN15
Q08634	Q6UWE0
P38084	Q6UWN0
P0C272	Q6UWP7
Q06598	Q6UWP8
P14724	Q6UWQ5
P24871	Q6UWY0
P47123	Q6UX01
P49775	Q6UX06
P38082	Q6UXB1
Q04383	Q6UXG8
P47112	Q6UXN9
P38270	Q6UY01
Q12164	Q6UY14
Q8TGK6	Q6V0I7
P32943	Q6VN20
P36010	Q6W2J9
P01097	Q6WCQ1
Q03375	Q6Y7W6
P41835	Q6YHK3
P14242	Q6YHU6
P50082	Q6ZMB5
P22136	Q6ZMG9
Q3E769	Q6ZMQ8
P38894	Q6ZMZ0
P48561	Q6ZN17
P32606	Q6ZN55
P53757	Q6ZNA4
P47051	Q6ZNB6
P47058	Q6ZNG0
P53166	Q6ZNL6
P47134	Q6ZR37
P38734	Q6ZRI8
Q06409	Q6ZRV2
P24720	Q6ZRY4
Q12025	Q6ZT12
P09368	Q6ZT21
P29055	Q6ZTA4
P36130	Q6ZUT1
P47008	Q6ZVX7
P17260	Q6ZW31
P36521	Q6ZW49
Q3E7Z9	Q709C8
P32264	Q709F0
P39904	Q70CQ2
Q3E7C1	Q70EK8
P33755	Q70EL1
P33759	Q70IA8
P25628	Q70UQ0
P89105	Q71DI3
Q05955	Q71F23
P53067	Q71RC2
P47033	Q71SY5
P34730	Q71U36
P10363	Q71UI9
P43557	Q71UM5
P46963	Q75WM6
P32904	Q76L83
Q06436	Q7KZ85
Q12277	Q7KZF4
P00937	Q7KZI7
P20053	Q7KZN9
P32570	Q7L014
Q08920	Q7L0Q8
P53228	Q7L0Y3
Q06137	Q7L190
P33204	Q7L1Q6
P51996	Q7L273
P32597	Q7L2E3
Q03067	Q7L2H7
P02294	Q7L2J0
Q99337	Q7L2Z9
P28263	Q7L576
Q06160	Q7L590
Q12098	Q7L5D6
P54115	Q7L5N1
Q06595	Q7L5N7
P38156	Q7L5Y9
Q02202	Q7LBC6
P36165	Q7LGA3
P46999	Q7RTS9
P0CX57	Q7RTV0
P89113	Q7Z2E3
P43561	Q7Z2K6
Q08647	Q7Z2T5
P24000	Q7Z2W4
P40574	Q7Z2W9
P34220	Q7Z333
Q08550	Q7Z3B3
P13365	Q7Z3B4
P53142	Q7Z3C6
Q01855	Q7Z3E1
P53845	Q7Z3K3
P32600	Q7Z3S9
P53920	Q7Z3U7
P38340	Q7Z3Y8
P04819	Q7Z406
P22214	Q7Z417
P36097	Q7Z434
P36084	Q7Z460
P80967	Q7Z4F1
P52923	Q7Z4H7
Q8TGU5	Q7Z4N8
Q03897	Q7Z4Q2
Q8TGK4	Q7Z4S6
Q3E740	Q7Z4V0
Q02208	Q7Z4V5
Q99359	Q7Z4W2
Q3E815	Q7Z569
P57744	Q7Z5A8
Q00245	Q7Z5K2
P37370	Q7Z5P4
P53891	Q7Z5V6
P52917	Q7Z6E9
Q08754	Q7Z6G3
P25594	Q7Z6J0
P35200	Q7Z6R9
P33322	Q7Z6Z7
P32775	Q7Z739
Q02799	Q7Z7A3
P47063	Q7Z7F7
Q02159	Q7Z7G2
Q99177	Q7Z7H8
Q08237	Q7Z7K2
Q03656	Q7Z7L1
P43550	Q7Z7L7
P38072	Q7Z7N9
P47190	Q86SG5
Q12006	Q86SJ6
P47098	Q86SQ0
Q12218	Q86T13
P53071	Q86T24
P53010	Q86T26
Q06551	Q86TI2
P53903	Q86TM6
Q04311	Q86TS9
Q12385	Q86TW2
P0CX15	Q86U06
P40058	Q86U28
P27344	Q86U38
Q08960	Q86U42
P23369	Q86U44
P39113	Q86U86
P17558	Q86UE4
P25565	Q86UE8
P0CX79	Q86UF1
Q04031	Q86UK7
P40884	Q86UL3
P38689	Q86UP2
P38755	Q86UV5
P17442	Q86UW9
Q8TGU7	Q86UX6
P47129	Q86V24
P35190	Q86V48
P43615	Q86V59
Q02796	Q86V81
P36155	Q86V97
Q12145	Q86VI3
P53849	Q86VM9
Q05521	Q86VP1
P02293	Q86VP6
Q03655	Q86VR2
P40583	Q86VS8
Q06168	Q86VU5
P19073	Q86VZ1
P38920	Q86W74
P36007	Q86W92
P53280	Q86WB0
P50077	Q86WJ1
P38738	Q86WK6
P53164	Q86WV1
Q08985	Q86WX3
Q08280	Q86X02
P22768	Q86X29
P38626	Q86X55
P38958	Q86XF0
P52920	Q86XK2
P14291	Q86XL3
Q03722	Q86XP3
P39735	Q86XR8
P38736	Q86XS8
P53260	Q86XX4
P28789	Q86XZ4
Q06328	Q86Y07
Q12078	Q86Y13
P54857	Q86Y30
P32634	Q86Y56
P06197	Q86Y82
P46944	Q86YD3
P14020	Q86YD7
Q12214	Q86YM7
P53125	Q86YP4
Q02981	Q86YT6
Q06070	Q86YV6
P39714	Q86YZ3
Q04430	Q86Z23
Q03652	Q8IU60
Q12391	Q8IUC1
P25300	Q8IUC2
P07702	Q8IUD2
P53946	Q8IUE6
P48238	Q8IUF8
P38874	Q8IUG1
P53305	Q8IUH3
P26570	Q8IUH5
P38428	Q8IUQ4
P0CD98	Q8IUR0
O94742	Q8IUR7
P27680	Q8IV08
Q08967	Q8IV16
P34219	Q8IV63
Q7M4S9	Q8IVD9
P40960	Q8IVF2
P53744	Q8IVL6
Q12372	Q8IVM8
P53746	Q8IVS2
Q12373	Q8IVT2
P38844	Q8IVT4
P38146	Q8IVT5
P40039	Q8IW35
P53202	Q8IW75
P38243	Q8IWF2
Q01574	Q8IWI9
P39517	Q8IWL3
P32774	Q8IWS0
P38891	Q8IWT3
P0CF20	Q8IWT6
P08640	Q8IWU4
P53050	Q8IWU5
P32463	Q8IWV7
P32863	Q8IWV8
Q06132	Q8IWX8
Q08562	Q8IWZ3
P39016	Q8IWZ5
P43625	Q8IWZ6
P38960	Q8IWZ8
P53246	Q8IX01
P40353	Q8IX03
P28777	Q8IX12
P32860	Q8IX15
Q12524	Q8IX18
Q03818	Q8IX90
Q03533	Q8IXB1
P08456	Q8IXB3
P0CE92	Q8IXH7
P25502	Q8IXI1
Q12286	Q8IXJ6
P32496	Q8IXJ9
P18963	Q8IXK0
Q12338	Q8IXK2
P34162	Q8IXL6
Q03983	Q8IXL7
P03875	Q8IXM2
Q12408	Q8IXM3
P25335	Q8IXM6
P38110	Q8IXW5
P40352	Q8IXZ2
Q04835	Q8IY17
Q12149	Q8IY18
Q06349	Q8IY26
P53086	Q8IY31
P32432	Q8IY33
P36527	Q8IY34
P0CX70	Q8IY37
Q06485	Q8IY57
P40093	Q8IY67
P36523	Q8IY81
P32892	Q8IY92
Q08980	Q8IY95
P54854	Q8IYA8
P53859	Q8IYB3
Q3E771	Q8IYB8
P53925	Q8IYD1
P32338	Q8IYE0
P47107	Q8IYF3
P40214	Q8IYH5
P32913	Q8IYI6
Q05533	Q8IYK4
P40102	Q8IYP9
P40553	Q8IYS2
P53065	Q8IYW5
Q04951	Q8IYX8
P53248	Q8IZ07
P38009	Q8IZ57
P39952	Q8IZ69
P39997	Q8IZD4
Q02197	Q8IZF4
P40512	Q8IZH2
Q12675	Q8IZL8
Q04005	Q8IZL9
Q05021	Q8IZP0
Q02873	Q8IZQ1
P23776	Q8IZT6
P07834	Q8IZU0
P43556	Q8N0S2
Q12383	Q8N0Y2
P14741	Q8N122
P40968	Q8N163
P01120	Q8N1B4
Q05775	Q8N1F7
P23796	Q8N1G0
P36086	Q8N1G2
Q12247	Q8N1G4
P87275	Q8N1N4
P18899	Q8N201
P26448	Q8N205
Q04172	Q8N257
P38203	Q8N264
Q03868	Q8N268
P38225	Q8N2A8
P38318	Q8N2E2
Q12280	Q8N2W9
Q05518	Q8N386
P53835	Q8N392
P40035	Q8N3C0
Q02895	Q8N3E9
P25566	Q8N3L3
P53277	Q8N3U4
Q12345	Q8N3V7
P51979	Q8N3Y1
Q05584	Q8N448
P38843	Q8N465
P22146	Q8N468
P14747	Q8N488
Q03768	Q8N490
Q05787	Q8N4C8
P36116	Q8N4H5
P53129	Q8N4Q1
P28004	Q8N4V1
P10080	Q8N531
P39925	Q8N5A5
Q3E7X8	Q8N5C6
Q02983	Q8N5F7
P43635	Q8N5G2
P41909	Q8N5H7
P39742	Q8N5K1
P06779	Q8N5M1
P36002	Q8N5M4
P53044	Q8N5M9
P40493	Q8N5N7
P35497	Q8N5R6
P53857	Q8N5S1
P42949	Q8N5Z5
P47081	Q8N653
P18412	Q8N661
P11655	Q8N668
P38805	Q8N680
P54999	Q8N684
Q12082	Q8N6F1
P27882	Q8N6G5
Q03020	Q8N6L0
P43539	Q8N6M3
P54072	Q8N6R1
P38141	Q8N6S5
P38775	Q8N6T3
P41805	Q8N6T7
P36003	Q8N6Y0
P32772	Q8N6Y1
P40540	Q8N720
P37296	Q8N726
P40495	Q8N766
P27614	Q8N7H5
P47168	Q8N7W2
Q08993	Q8N806
P20676	Q8N884
P0CX59	Q8N8A6
Q03703	Q8N8B7
P38273	Q8N8J7
P0CF22	Q8N8S7
P36006	Q8N907
P38765	Q8N961
P0C5N3	Q8N9E0
P15732	Q8N9I0
P38081	Q8N9I9
P38328	Q8N9N5
P40501	Q8N9N8
P49090	Q8N9T8
P53178	Q8NA54
Q12433	Q8NA61
P46671	Q8NAP3
P42836	Q8NAT1
P53344	Q8NAU1
Q12311	Q8NAV1
P48567	Q8NAX2
Q99321	Q8NB49
P53123	Q8NB90
P20081	Q8NBF2
P18414	Q8NBJ4
Q05024	Q8NBJ5
P39535	Q8NBJ9
P15202	Q8NBL1
P37302	Q8NBM4
P31787	Q8NBN3
Q08991	Q8NBN7
P38702	Q8NBP7
Q12178	Q8NBQ5
P38713	Q8NBS9
P21827	Q8NBX0
Q04299	Q8NBZ7
P40319	Q8NC42
P26784	Q8NC51
P36091	Q8NC56
Q12171	Q8NCA5
Q03694	Q8NCB2
P38256	Q8NCE2
P42933	Q8ND04
P39692	Q8ND56
Q12173	Q8ND83
Q03954	Q8ND90
Q05611	Q8NDF8
Q04215	Q8NDT2
Q04003	Q8NDV7
P47143	Q8NE01
Q02959	Q8NE71
P38139	Q8NE86
Q6Q560	Q8NEC5
P53960	Q8NEJ9
Q02772	Q8NEM0
P04051	Q8NEN9
P48563	Q8NEV1
P53053	Q8NEX9
Q12507	Q8NEY1
P32771	Q8NEY8
P53722	Q8NEZ5
Q03104	Q8NF37
P36044	Q8NF50
Q12473	Q8NF91
P47164	Q8NFA0
P40209	Q8NFB2
P38287	Q8NFC6
Q3E7Z8	Q8NFD5
Q9URQ3	Q8NFF5
Q12226	Q8NFG4
P33199	Q8NFH5
P39726	Q8NFJ9
Q12012	Q8NFW8
P00560	Q8NFZ5
P53111	Q8NG27
P46950	Q8NHH9
P53112	Q8NHQ1
Q03281	Q8NHQ9
P36108	Q8NHV4
P53317	Q8NHW5
P40318	Q8NHY2
P42840	Q8NI22
Q03776	Q8NI27
P41814	Q8NI36
P40577	Q8NI38
Q06169	Q8NI60
Q3E837	Q8TA86
P47074	Q8TAA9
Q8TGT6	Q8TAB5
P53343	Q8TAD4
Q06631	Q8TAD8
P53863	Q8TAE8
Q12490	Q8TAF3
P25574	Q8TAF8
Q3E806	Q8TAG9
P0CX18	Q8TAL6
Q06324	Q8TAP4
P32389	Q8TAP6
Q99216	Q8TAQ2
P00401	Q8TAT6
P36046	Q8TAU3
P35817	Q8TB24
P40167	Q8TB61
P09440	Q8TB96
P10869	Q8TBA6
P32790	Q8TBB1
P53846	Q8TBB6
P42223	Q8TBC3
P43606	Q8TBE3
Q6Q546	Q8TBF4
P04807	Q8TBK6
P53159	Q8TBP5
P25386	Q8TBX8
P21339	Q8TC07
P38284	Q8TC12
Q08465	Q8TCC3
P05374	Q8TCG1
P32833	Q8TCJ0
Q08685	Q8TCJ2
O74302	Q8TCS8
P47131	Q8TCT0
P80667	Q8TCT7
P40440	Q8TD10
P53379	Q8TD16
P25568	Q8TD19
P38725	Q8TD20
P07284	Q8TD31
P53036	Q8TDB4
P20484	Q8TDD1
P07347	Q8TDN6
P15807	Q8TDQ0
Q07895	Q8TDR0
P0C271	Q8TDR4
P06243	Q8TDT2
P32907	Q8TDX7
P45818	Q8TDY2
Q02803	Q8TDZ2
P38994	Q8TEA8
P50088	Q8TEB1
Q06604	Q8TEB9
Q12676	Q8TED0
Q02774	Q8TED1
P0C2J7	Q8TEH3
P05737	Q8TEK3
P53183	Q8TEM1
Q03799	Q8TEQ6
P40500	Q8TES7
P34243	Q8TEW0
P53196	Q8TEX9
P0CH64	Q8TEY7
P54113	Q8TF42
P38332	Q8TF50
P40219	Q8TF66
Q12366	Q8TF76
Q12051	Q8WTR2
Q05854	Q8WTT2
Q06200	Q8WTV0
Q05777	Q8WU90
P38198	Q8WUA2
P39875	Q8WUA4
P42950	Q8WUB8
Q2V2P5	Q8WUD1
P36033	Q8WUD4
P43551	Q8WUF5
Q04489	Q8WUI4
P53745	Q8WUJ0
P34761	Q8WUK0
P17423	Q8WUM0
P29704	Q8WUM4
Q08322	Q8WUM9
Q12467	Q8WUU5
P53043	Q8WUW1
P12630	Q8WUY1
Q06333	Q8WUY9
P47009	Q8WUZ0
P53390	Q8WV16
Q12403	Q8WV44
P40479	Q8WVC0
Q12378	Q8WVC6
Q08058	Q8WVD3
Q12119	Q8WVE6
P05744	Q8WVJ2
P40316	Q8WVK2
P25038	Q8WVM8
P38150	Q8WVP7
P39731	Q8WVV4
P23833	Q8WVV5
P47120	Q8WVV9
Q08926	Q8WVX3
Q12459	Q8WVX9
P39958	Q8WVZ9
P38334	Q8WW24
P33757	Q8WW34
P53110	Q8WWB5
P38125	Q8WWB7
P0CX14	Q8WWC4
P18409	Q8WWF1
Q04199	Q8WWF3
P00420	Q8WWF5
Q06178	Q8WWI1
P47014	Q8WWK9
P53309	Q8WWM7
P32908	Q8WWQ0
P06102	Q8WWY3
P25693	Q8WX92
P38326	Q8WX94
P40456	Q8WXA8
Q08561	Q8WXA9
Q05637	Q8WXE1
P36070	Q8WXF0
P33201	Q8WXF1
P53338	Q8WXH0
P40565	Q8WXI8
Q03834	Q8WXI9
Q01852	Q8WXW3
P53204	Q8WXX5
P32469	Q8WY22
P53275	Q8WY91
P32843	Q8WYA6
P39924	Q8WYH8
P53117	Q8WYP5
Q08287	Q8WYQ5
Q06815	Q8WYR4
Q02199	Q8WZ42
Q3E830	Q8WZA1
P07250	Q92187
P39518	Q92466
P53388	Q92478
P53049	Q92482
Q12377	Q92499
P40041	Q92504
P53824	Q92520
Q05498	Q92522
P53039	Q92526
P48527	Q92530
Q03921	Q92538
Q06116	Q92542
P08425	Q92544
P16965	Q92545
P38086	Q92552
P0CX36	Q92560
P32784	Q92567
Q99332	Q92569
P25656	Q92570
Q99297	Q92572
P32504	Q92574
Q99260	Q92597
P22209	Q92598
Q8TGK0	Q92600
P35735	Q92611
P40302	Q92614
P37366	Q92615
Q08492	Q92616
P36134	Q92620
P07273	Q92621
P41543	Q92624
P31688	Q92625
P0CX08	Q92626
Q04372	Q92630
P41697	Q92633
Q08421	Q92665
P22140	Q92673
Q12096	Q92688
P17649	Q92692
Q06813	Q92696
P38195	Q92729
Q06162	Q92730
P23285	Q92731
Q12161	Q92734
Q12516	Q92747
P39515	Q92764
Q03330	Q92769
P32488	Q92783
Q3E762	Q92784
P21242	Q92785
P00854	Q92793
P0C2H9	Q92794
Q3E7A4	Q92796
P38121	Q92797
P05745	Q92804
P38865	Q92817
P06780	Q92820
P37298	Q92824
P41920	Q92830
P38856	Q92831
P47821	Q92832
P40478	Q92838
P06168	Q92841
P0C5R9	Q92843
P39940	Q92844
P42845	Q92845
P22139	Q92878
Q08202	Q92882
P53133	Q92888
P32266	Q92890
P23624	Q92896
P38883	Q92900
Q03940	Q92905
Q06592	Q92913
Q12285	Q92914
Q03964	Q92917
P00856	Q92918
Q12060	Q92922
P33411	Q92925
P32804	Q92934
P32263	Q92945
Q07979	Q92973
P53378	Q92974
Q06682	Q92990
P40961	Q92993
P32450	Q92994
P25351	Q92995
P28817	Q92997
P53877	Q93008
P0C0T4	Q93009
P34237	Q93034
Q3E743	Q93045
Q02776	Q93050
P0CX12	Q93052
P32333	Q93062
Q07629	Q93063
P38170	Q93074
P25036	Q93077
Q00776	Q93079
P14904	Q93084
Q12531	Q93096
P25584	Q969F0
P43562	Q969G2
P47117	Q969G3
P06244	Q969H0
Q12020	Q969M3
Q07963	Q969N2
P12686	Q969P0
P34087	Q969P5
P36144	Q969Q0
P38217	Q969Q1
Q12518	Q969R5
P40052	Q969S3
Q99176	Q969T4
P08679	Q969U6
Q99247	Q969V3
P07272	Q969V5
P10622	Q969V6
P43610	Q969W9
P53146	Q969X2
Q05788	Q969X6
P27616	Q969Z0
P42073	Q96A08
Q03942	Q96A09
Q03785	Q96A25
P47035	Q96A33
Q12049	Q96A35
P50273	Q96A37
P53735	Q96A44
P31109	Q96A61
Q07834	Q96A65
Q07528	Q96A72
Q06252	Q96AC1
P20433	Q96AE4
P53242	Q96AE7
P40545	Q96AG3
P39936	Q96AG4
P38620	Q96AJ1
P40963	Q96AK3
P32829	Q96AP0
P50086	Q96AP4
P38295	Q96AQ6
P53170	Q96AZ1
Q07799	Q96B02
P38871	Q96B23
P10663	Q96B26
P25043	Q96B67
P40004	Q96B77
Q12144	Q96B97
P39009	Q96BA8
Q04396	Q96BH3
P23748	Q96BN8
P33317	Q96BR5
Q02891	Q96BR9
P23561	Q96BY9
Q08913	Q96BZ4
Q12091	Q96BZ8
P40034	Q96C00
P32467	Q96C01
P40050	Q96C12
P53118	Q96C19
P53078	Q96C28
P36158	Q96C36
P14306	Q96C86
P47119	Q96CB8
Q03532	Q96CF2
P07236	Q96CM8
P40092	Q96CN9
Q06389	Q96CP6
P40578	Q96CS2
P36048	Q96CS3
P53222	Q96CS7
P38299	Q96CT7
Q04601	Q96CV9
P30665	Q96CW1
P32618	Q96CW5
P42951	Q96CX2
P35179	Q96D03
P38277	Q96D05
Q06058	Q96D09
Q08224	Q96D46
P47140	Q96D53
P08459	Q96D71
P35056	Q96DA0
Q08774	Q96DA6
Q03579	Q96DB2
Q99344	Q96DC9
P50945	Q96DF8
P43611	Q96DH6
P25345	Q96DI7
P26364	Q96DM3
P38717	Q96DT7
P53952	Q96DU9
Q12341	Q96DV4
Q08213	Q96DX4
Q04080	Q96DZ1
P52870	Q96DZ9
P06785	Q96E29
P32838	Q96E35
P53090	Q96E39
Q08278	Q96EA4
P40413	Q96EB6
P46964	Q96EC8
P32842	Q96ED9
P53035	Q96EE3
P0CX76	Q96EG3
P25659	Q96EH3
P36168	Q96EK4
P28495	Q96EK5
P47076	Q96EL2
Q12297	Q96EL3
Q6WNK7	Q96EP0
Q12390	Q96EP5
Q01519	Q96EQ0
P38147	Q96ER3
P28742	Q96ES7
Q04053	Q96EV8
P21954	Q96EY1
P0C2I3	Q96EY4
P21374	Q96EY7
P22211	Q96EZ8
P07255	Q96F07
P0C268	Q96F15
P42948	Q96F44
P32795	Q96F46
P32478	Q96F86
Q06673	Q96FF9
Q04781	Q96FI4
P36139	Q96FJ2
O13527	Q96FN4
P16547	Q96FT7
P39732	Q96FV9
P32561	Q96FW1
P38231	Q96G21
P40210	Q96G23
P46945	Q96G25
P32841	Q96G30
P33754	Q96G97
Q03433	Q96GA3
Q06152	Q96GC5
Q12256	Q96GC9
Q12306	Q96GD4
P40164	Q96GF1
Q06245	Q96GG9
P43567	Q96GM1
P32867	Q96GM5
Q12191	Q96GM8
P43617	Q96GN5
P38682	Q96GQ5
Q06698	Q96GQ7
P47133	Q96GR4
Q92325	Q96GS4
P53124	Q96GX1
Q08108	Q96GY3
P25569	Q96H55
P53870	Q96H86
Q04461	Q96HA1
P32523	Q96HA8
P51601	Q96HB5
P11710	Q96HC4
P32776	Q96HD1
P36038	Q96HE7
Q03455	Q96HE8
P0C074	Q96HE9
P32572	Q96HH4
P32522	Q96HN2
P38314	Q96HR8
Q12416	Q96HR9
P36000	Q96HS1
Q12465	Q96HT8
P53155	Q96HW7
P0CX37	Q96HY6
Q04226	Q96I24
P10961	Q96I25
P0CE87	Q96I51
P38877	Q96I99
P28319	Q96II8
P32334	Q96IK5
Q07914	Q96IQ9
P18496	Q96IW7
P47023	Q96IX5
P38289	Q96IZ0
P0CX67	Q96IZ7
P38111	Q96J02
Q06104	Q96J42
P53315	Q96JB5
Q07800	Q96JB6
P43564	Q96JC9
P47181	Q96JG6
P53904	Q96JH7
P39983	Q96JJ7
Q06667	Q96JK2
Q99314	Q96JM3
P32179	Q96JM7
P69771	Q96JN0
P25296	Q96JN2
P38128	Q96JN8
P38281	Q96JP2
Q05881	Q96JP5
Q03175	Q96K17
P0CX28	Q96K58
P32340	Q96K76
Q03338	Q96K80
Q12368	Q96KB5
P36119	Q96KC8
P46988	Q96KG9
Q6Q5H1	Q96KK5
P53281	Q96KM6
P39529	Q96KP1
P40992	Q96KP4
P38230	Q96KQ4
P27810	Q96KQ7
Q12321	Q96KR1
Q03730	Q96KR6
P53947	Q96KS9
P52490	Q96L11
Q6Q5P6	Q96L14
O13535	Q96L21
P38351	Q96L33
Q02770	Q96L91
P40513	Q96L92
Q08446	Q96LA8
P81451	Q96LL9
P27515	Q96LR2
P32792	Q96LR5
Q12108	Q96LU5
Q12438	Q96MA1
P53733	Q96ME7
P38760	Q96MF4
P49954	Q96MH2
P06786	Q96MN2
P38778	Q96MT8
P38323	Q96MU7
Q12188	Q96MV1
Q12157	Q96MV8
Q12488	Q96MX3
Q08553	Q96MX6
P38347	Q96MY7
P16661	Q96N21
P36062	Q96N66
P41815	Q96N67
Q05899	Q96NB2
Q06011	Q96NC0
P32641	Q96NL1
Q06651	Q96NT3
P52492	Q96NY8
Q12746	Q96P16
P38218	Q96P63
P19882	Q96P70
Q02887	Q96PC5
P06242	Q96PE5
P46672	Q96PK6
P32591	Q96PM5
Q02961	Q96PN8
P25453	Q96PQ1
P38881	Q96PU4
Q03390	Q96PU5
Q06224	Q96PU8
Q08822	Q96PV6
P54003	Q96PZ0
P40208	Q96Q40
P38993	Q96Q45
P43569	Q96QA5
Q05580	Q96QC0
P39112	Q96QD9
P40074	Q96QE5
P40071	Q96QF0
Q02206	Q96QK1
P0C2I9	Q96QR8
P40481	Q96QU8
P24004	Q96R06
Q08182	Q96RG2
Q03833	Q96RK0
P48236	Q96RL1
P38721	Q96RN5
P53214	Q96RQ1
P33324	Q96RQ3
Q3E756	Q96RT1
P28584	Q96RU2
P38067	Q96RU3
P21192	Q96RU7
Q8J0M4	Q96S44
P41696	Q96S52
P53867	Q96S53
P08521	Q96S55
Q12325	Q96S94
Q12244	Q96S97
Q08956	Q96SB3
P25635	Q96SB4
Q12050	Q96SF2
P53437	Q96SI9
P53224	Q96SN8
Q12443	Q96SQ5
Q00453	Q96SQ9
P53397	Q96ST2
Q12100	Q96ST3
P42839	Q96SW2
Q02733	Q96SY0
P0C2I2	Q96T23
Q12207	Q96T37
Q99382	Q96T51
P53937	Q96T52
P23503	Q96T58
P25559	Q96T60
P29496	Q96T76
P14164	Q96T88
Q07993	Q96TA1
P35172	Q96TA2
P04039	Q96TC7
P47155	Q99081
Q12497	Q99417
Q04658	Q99426
P38855	Q99435
P37304	Q99436
Q12379	Q99442
P34167	Q99459
P39676	Q99460
P25037	Q99471
P53235	Q99496
P25655	Q99497
P40557	Q99523
Q07716	Q99536
P53188	Q99543
Q04418	Q99547
P31378	Q99558
Q06494	Q99567
P47148	Q99569
P36110	Q99570
P53972	Q99575
P04385	Q99590
P11986	Q99593
P40518	Q99598
Q06505	Q99613
Q04608	Q99614
P41277	Q99615
P32657	Q99623
P49095	Q99627
Q02888	Q99633
Q07913	Q99640
Q12496	Q99661
P10355	Q99666
P50946	Q99675
Q08931	Q99679
P38954	Q99683
P36088	Q99689
P32914	Q99700
P53203	Q99706
Q8TGM6	Q99707
P50264	Q99708
P22579	Q99714
P38342	Q99720
P40217	Q99728
P22353	Q99729
P40442	Q99732
Q05672	Q99733
P54964	Q99741
P43585	Q99742
Q07987	Q99747
P38931	Q99750
Q08818	Q99755
P53924	Q99757
Q12308	Q99788
Q12301	Q99797
P32660	Q99798
Q08282	Q99808
P38228	Q99814
P24279	Q99816
P19657	Q99832
P35207	Q99848
Q3E840	Q99853
Q06201	Q99871
P22147	Q99873
P07275	Q99877
P32357	Q99878
P38625	Q99880
Q05947	Q99932
Q12216	Q99933
P38909	Q99942
Q02866	Q99943
P40558	Q99956
P54858	Q99959
Q99299	Q99961
P28519	Q99963
P41056	Q99986
P17709	Q99996
P14772	Q9BPW8
Q12265	Q9BPX3
P36173	Q9BPY3
P14905	Q9BPZ7
P40546	Q9BQ04
P40083	Q9BQ24
P38833	Q9BQ39
P53167	Q9BQ52
P22804	Q9BQ66
P53313	Q9BQ67
