Q9XVJ5	A0A075BJJ9
A0A061ADY3	Q7K2W2
Q9UAZ2	Q7K2W6
Q53U87	Q7K2X1
Q2V071	Q7K2X5
O17020	Q7K2X8
Q9GZH2	Q7K2Y9
Q9U3S5	Q7K304
O76577	Q7K306
A0A061AJL2	Q7K332
Q93712	Q7K380
G5ECN1	Q7K3B7
H8ESF5	Q7K3D4
H2KYS8	Q7K3D8
G5EGF0	Q7K3E2
Q9GYJ3	Q7K3E9
O02658	Q7K3G2
Q93348	Q7K3G5
Q09544	Q7K3J0
Q9XVK5	Q7K3K5
O61771	Q7K3L1
A0A061ACU6	Q7K3M5
Q18452	Q7K3M6
G5EG22	Q7K3M9
G5EEV2	Q7K3N4
Q95XY4	Q7K3P6
O17583	Q7K3Q3
Q10129	Q7K3T4
Q23673	Q7K3V6
Q7YXB6	Q7K3W2
Q9BKS0	Q7K3W4
Q9XWU9	Q7K3X8
O61834	Q7K3Y9
A9UJP6	Q7K3Z3
Q23451	Q7K3Z6
Q965L0	Q7K3Z8
Q9U2Z0	Q7K480
O76398	Q7K485
G5EGE3	Q7K486
P17140	Q7K490
Q9XV73	Q7K4A1
Q27876	Q7K4A8
A3QMD6	Q7K4B2
Q9XVC9	Q7K4B3
Q95QL1	Q7K4B4
Q19547	Q7K4C2
Q9N3Z0	Q7K4C7
A0A0K3AUF6	Q7K4D1
Q5TYK5	Q7K4E0
Q09389	Q7K4G8
Q94057	Q7K4H4
O44662	Q7K4I5
G5EDL3	Q7K4J7
Q95QQ9	Q7K4K7
P91093	Q7K4L8
Q9NEQ8	Q7K4M4
A0A168H5K4	Q7K4M9
Q23382	Q7K4N3
Q23600	Q7K4P0
Q09452	Q7K4Q5
Q21018	Q7K4Q9
O02592	Q7K4R2
G5EGR6	Q7K4V4
Q22215	Q7K4W1
Q94300	Q7K4X4
Q9N3H3	Q7K4Z4
Q6A5A0	Q7K508
Q966A6	Q7K519
Q564Q1	Q7K527
G5EE59	Q7K533
H2KZP2	Q7K550
O01777	Q7K556
Q21166	Q7K569
O44665	Q7K581
P41855	Q7K5J8
Q95Q34	Q7K5K0
Q9XWN7	Q7K5K3
P17343	Q7K5M2
G5EEL9	Q7K5M6
A0A131MBN3	Q7K738
Q9NAR1	Q7K7A9
Q4W5P0	Q7K7G0
G5EFC8	Q7K860
O17689	Q7K9H6
Q18217	Q7KA43
H9G2U2	Q7KAH0
Q9BKZ8	Q7KBL8
Q9NAH3	Q7KF43
Q0KHC0	Q7KGH1
Q9U2Z1	Q7KGU6
L8E712	Q7KH24
G5EFP4	Q7KHE2
P90780	Q7KHG2
G5EEN8	Q7KHI6
Q94392	Q7KHK4
G5EE18	Q7KHK9
Q17705	Q7KIN0
Q18964	Q7KJ69
O45430	Q7KJA9
Q9TYQ6	Q7KK54
E7EAU8	Q7KK90
Q95XK4	Q7KK96
P90991	Q7KK97
Q21647	Q7KKH3
O45870	Q7KKI0
Q17632	Q7KLE5
O45021	Q7KLG8
P50432	Q7KLV9
Q17431	Q7KLW9
Q18853	Q7KLX3
Q20052	Q7KM13
Q9XW58	Q7KM15
P53795	Q7KMG7
Q9N3U3	Q7KMH5
A0A4V0IKA6	Q7KMH9
Q9U213	Q7KMJ6
O02323	Q7KML1
P55956	Q7KML2
Q9NAB7	Q7KML4
H2KZS9	Q7KMM4
Q09446	Q7KMM5
Q9NA56	Q7KMP8
G5ED66	Q7KMQ0
G5EEK5	Q7KMS3
P34284	Q7KN61
Q93831	Q7KN62
Q9XXI7	Q7KN74
Q94230	Q7KN75
P18833	Q7KN79
Q9TYJ2	Q7KN85
Q966C6	Q7KN94
Q19964	Q7KN99
Q19864	Q7KNA0
P90829	Q7KND8
Q19216	Q7KNF1
Q9XVL8	Q7KNF2
P34529	Q7KNM2
Q18926	Q7KNQ9
Q9XTC6	Q7KNS3
O18215	Q7KNS5
G5EDZ9	Q7KPA5
C7IVS4	Q7KQC4
Q95XR4	Q7KQM6
Q18625	Q7KQN5
G5ED80	Q7KQN6
Q9GYM4	Q7KR04
Q94360	Q7KR10
P52013	Q7KRI2
Q21302	Q7KRR5
Q9XX47	Q7KRS6
G3MU07	Q7KRS9
O16198	Q7KRT4
G5EEM5	Q7KRU8
P34709	Q7KRW1
Q19076	Q7KRW8
Q95XH2	Q7KRY6
O01816	Q7KRY7
Q18445	Q7KS11
Q9XX56	Q7KS38
Q18225	Q7KS72
G5EFP3	Q7KSA4
O02358	Q7KSB4
Q03605	Q7KSC4
A0A8S4SQK1	Q7KSD3
P10038	Q7KSD8
Q19303	Q7KSE0
A0A2C9C3E2	Q7KSF2
Q18645	Q7KSM5
G5EDW2	Q7KSP6
Q20557	Q7KSP9
Q966G8	Q7KSQ0
Q9XUS6	Q7KSZ0
Q22035	Q7KT06
Q9XVB1	Q7KT13
Q17345	Q7KT36
Q23458	Q7KT70
Q20330	Q7KT79
Q93338	Q7KT85
Q9XV44	Q7KT86
G5ECN2	Q7KTA1
Q5DX32	Q7KTB0
Q9NA72	Q7KTF9
O02637	Q7KTG0
Q9XUG9	Q7KTG2
P49808	Q7KTH6
Q20308	Q7KTH8
O61791	Q7KTI0
Q22418	Q7KTI1
Q93716	Q7KTL5
Q8MPT0	Q7KTL6
P91245	Q7KTN9
H2L044	Q7KTP7
Q17711	Q7KTS2
O18210	Q7KTS4
Q03560	Q7KTW5
Q18587	Q7KTX2
Q2XMZ9	Q7KTX7
P34498	Q7KTX8
O01627	Q7KU06
G5EDJ2	Q7KU24
A0A061AJG8	Q7KU30
A0A7R9SV91	Q7KU82
P45895	Q7KU86
Q11189	Q7KU87
Q8T3U1	Q7KUA4
Q9UAV5	Q7KUA8
Q9U263	Q7KUB3
Q95XX1	Q7KUD4
O02226	Q7KUD5
O61199	Q7KUD8
Q20394	Q7KUE6
Q86D09	Q7KUG7
Q94215	Q7KUJ0
P34295	Q7KUJ8
Q22615	Q7KUK4
Q9NA39	Q7KUK8
G5EES9	Q7KUL3
O44476	Q7KUL4
Q93871	Q7KUT2
Q21650	Q7KUT8
O44951	Q7KUW2
P30628	Q7KUW4
Q27464	Q7KUW8
Q21999	Q7KUX3
Q20184	Q7KUX7
Q8ITZ1	Q7KUZ5
P27639	Q7KV27
A7DTF6	Q7KV62
Q17820	Q7KV70
H2KYR1	Q7KV90
Q21115	Q7KV94
Q21372	Q7KVA1
C1P648	Q7KVA7
A0A0K3ATR0	Q7KVA8
Q95YC4	Q7KVB1
Q20063	Q7KVC2
O16689	Q7KVC9
A0A2I2LG32	Q7KVF1
O45539	Q7KVF3
G5EE42	Q7KVF6
Q23255	Q7KVG9
G5EBN9	Q7KVH9
Q9N3U9	Q7KVJ6
G5EEF9	Q7KVM5
G5EGI8	Q7KVP4
Q94247	Q7KVQ0
P91870	Q7KVS9
Q8IU00	Q7KVT0
O16619	Q7KVW9
Q9NES8	Q7KVY7
P91252	Q7KW02
Q10917	Q7KW09
Q23215	Q7KW14
H2L0S5	Q7KW26
Q23321	Q7KW39
P91306	Q7KWG9
Q19088	Q7KY04
O16297	Q7M3M8
Q19762	Q7PL76
Q18438	Q7PL81
G5ECT2	Q7PLB8
P90866	Q7PLE9
A5A8P5	Q7PLI0
P34453	Q7PLI2
Q9TZG2	Q7PLI7
Q93319	Q7PLK0
Q09487	Q7PLL3
Q22249	Q7PLL7
O16369	Q7PLP4
D4YWC8	Q7PLS8
Q22285	Q7YTY6
Q9NA71	Q7YTZ0
Q19469	Q7YTZ4
O77469	Q7YU05
Q09294	Q7YU08
G5EGE8	Q7YU18
G5EFU3	Q7YU24
Q23256	Q7YU60
P91276	Q7YU80
V6CLF7	Q7YU81
Q9BI71	Q7YXH9
Q7YWM3	Q7YXW0
Q20435	Q7YZ91
Q93538	Q7YZ95
Q966J6	Q7YZ99
Q9N3Y3	Q7YZA2
Q18880	Q7YZA5
Q17432	Q7Z2C4
P49049	Q7Z2C5
Q9U241	Q867V1
B1V8I7	Q868T3
Q965S0	Q868Z9
Q10023	Q86B47
Q20340	Q86B50
Q9U1X7	Q86B54
Q21601	Q86B55
O62252	Q86B59
P43509	Q86B79
Q05036	Q86B87
Q20720	Q86B91
Q9GYK1	Q86B94
P15796	Q86BA1
Q94222	Q86BA5
P02567	Q86BB4
Q94188	Q86BE9
Q22888	Q86BG6
Q9XU87	Q86BH3
Q09417	Q86BJ3
Q09501	Q86BM2
Q21295	Q86BM3
Q20257	Q86BM4
O17562	Q86BM8
Q95YD5	Q86BN2
Q9TZI1	Q86BN6
Q9XVJ1	Q86BN8
O76406	Q86BP1
Q21997	Q86BP6
P90920	Q86BQ2
Q23186	Q86BQ6
Q93561	Q86BR6
G5EGK5	Q86BS0
Q19969	Q86BS2
A0A061ACG4	Q86BS3
Q19057	Q86BS6
Q22664	Q86BY9
Q9U1Y5	Q86CW5
Q8MPT2	Q86DS1
Q23174	Q86LF0
Q9XW30	Q86LG3
Q95X11	Q86MQ9
Q23270	Q86NK8
P34642	Q86NP2
P34436	Q86NQ2
C0VXV7	Q86NU2
Q93349	Q86NV3
Q95QB1	Q86NW1
Q9U6P6	Q86P06
Q21121	Q86P18
P45967	Q86P36
Q94050	Q86P48
A0A8S4QBN9	Q86PB4
A0A061ACW5	Q86PC9
P34274	Q86PD2
Q20727	Q86PD7
Q21038	Q86PF4
Q9XW78	Q86PF5
O45812	Q86S05
P46550	Q8I044
H2KZX4	Q8I0D8
Q564Z8	Q8I0G5
P46941	Q8I0H4
Q9XV46	Q8I0J1
Q9N3F3	Q8I0K9
Q9U2S6	Q8I0P1
Q21871	Q8I0P8
Q5WRU9	Q8I0P9
Q22258	Q8I0Q7
Q22067	Q8I6M5
Q27365	Q8I7C3
G5ECL2	Q8I8U7
Q22387	Q8I8V0
D6VPA7	Q8I936
G5EFH1	Q8I941
Q18786	Q8I942
Q9N4G7	Q8I9B4
G5EEK3	Q8IFW4
A5A8Q6	Q8IFW6
Q19202	Q8IG95
Q22197	Q8IGA7
O02299	Q8IGJ0
H2KY90	Q8IGK3
Q19129	Q8IGL5
Q93454	Q8IGN1
Q9BL73	Q8IGQ3
O16684	Q8IGV3
Q1ZXU6	Q8IH00
A0A486WVT5	Q8IH13
Q9U3F4	Q8IH18
O18175	Q8IH24
O44451	Q8IH49
G5EF76	Q8IH56
Q20367	Q8IH78
Q9N574	Q8IHA6
G5EDW9	Q8IHC3
O44493	Q8IHD5
Q9TXZ7	Q8IHE2
P34400	Q8IHH3
Q8ITY6	Q8IMC6
O17783	Q8IME7
Q18534	Q8IMF1
Q86PJ4	Q8IMG8
Q21813	Q8IMH2
Q21672	Q8IMI0
A0A131MCF2	Q8IMI5
O01803	Q8IMJ2
O45374	Q8IMK1
Q9N4H4	Q8IML3
O76388	Q8IMM6
Q27476	Q8IMM9
Q20805	Q8IMP6
A0A0S4XR36	Q8IMQ4
P92199	Q8IMQ7
B3WFZ4	Q8IMT6
O61787	Q8IMT7
Q21006	Q8IMU0
Q9XVE1	Q8IMU2
Q03575	Q8IMV7
Q09347	Q8IMW5
A0A1X7RC60	Q8IMX7
Q9N3Q8	Q8IMX8
Q21204	Q8IMY6
Q10457	Q8IMZ4
Q9XWD4	Q8IN06
O45489	Q8IN19
Q9XXU2	Q8IN25
Q8MNU7	Q8IN56
P34666	Q8IN63
Q7JP64	Q8IN71
G5EC14	Q8IN74
Q19890	Q8IN78
G5ECP4	Q8IN81
A0A8S4QAY3	Q8IN91
Q9N5B3	Q8IN94
Q09500	Q8INB5
G5EG83	Q8INB9
P29506	Q8INE2
P90820	Q8INE8
H2KY55	Q8INH2
G5EF86	Q8INH5
Q4PIV5	Q8INI2
O62305	Q8INI8
G5EFR0	Q8INJ8
O62216	Q8INK2
Q8MXJ0	Q8INK6
Q95XL0	Q8INK9
Q9NA99	Q8INL3
Q20374	Q8INM3
Q94398	Q8INN3
O76616	Q8INP9
Q23460	Q8INQ3
P52906	Q8INQ7
Q19307	Q8INS9
Q21517	Q8INT0
Q19133	Q8INT5
Q9U2M1	Q8INT6
O16276	Q8INT9
Q9XUP0	Q8INU9
O18228	Q8INV7
A0A5S9MND1	Q8INX1
Q9XUB4	Q8INX3
P52009	Q8INY3
O62197	Q8INY9
Q93697	Q8IP15
O16538	Q8IP17
P34576	Q8IP27
Q10663	Q8IP45
O18230	Q8IP52
Q09585	Q8IP62
P91203	Q8IP70
Q09949	Q8IP73
O17003	Q8IP75
Q7Z1Q3	Q8IP78
Q95Y69	Q8IP80
Q93654	Q8IP97
Q9N4X2	Q8IPA1
Q9XVE5	Q8IPA5
O17593	Q8IPB6
Q9NEQ0	Q8IPC5
P17221	Q8IPD6
Q5FC79	Q8IPE7
A0A131MCL1	Q8IPG2
Q22342	Q8IPH6
Q9N3X3	Q8IPH9
G5EG47	Q8IPI0
Q95Q98	Q8IPI2
P20792	Q8IPJ2
Q21274	Q8IPJ3
O76554	Q8IPL8
O45400	Q8IPM1
D3NQA7	Q8IPM8
G5EGM4	Q8IPN7
D3NQB6	Q8IPP2
Q5CCI4	Q8IPP8
Q9NAL4	Q8IPS1
Q23206	Q8IPS6
Q19748	Q8IPT2
Q21229	Q8IPT5
C7FZU5	Q8IPT9
O44761	Q8IPU9
Q17795	Q8IPV3
O01964	Q8IPV7
Q18025	Q8IPW2
Q22078	Q8IPW3
Q9N4C3	Q8IPX7
Q18822	Q8IPY9
H2KZ29	Q8IPZ2
O17641	Q8IPZ3
Q20760	Q8IPZ6
A0A061AJC4	Q8IPZ7
Q18036	Q8IQ04
Q21945	Q8IQ27
Q9N3Q9	Q8IQ56
O76590	Q8IQ73
Q18377	Q8IQ78
Q20892	Q8IQ88
Q7YSI9	Q8IQC1
Q09931	Q8IQC5
O17167	Q8IQC7
Q95XR6	Q8IQC8
Q22757	Q8IQD9
Q95Y71	Q8IQF1
O17071	Q8IQF8
Q18493	Q8IQG0
Q95Q95	Q8IQG1
A0A0K3AXF6	Q8IQG3
O01812	Q8IQH2
P34562	Q8IQH9
P91001	Q8IQI1
Q09353	Q8IQJ5
Q9U2Y2	Q8IQJ7
Q19118	Q8IQJ9
Q22146	Q8IQK4
P34600	Q8IQL2
O61887	Q8IQM1
Q18581	Q8IQM5
Q09269	Q8IQP1
Q18221	Q8IQQ4
P91483	Q8IQS8
Q9BL72	Q8IQT4
O01975	Q8IQT9
Q9TY06	Q8IQU1
Q65ZB8	Q8IQU8
P34430	Q8IQV2
Q9TXM9	Q8IQV5
A0A8S4QFA8	Q8IQV9
Q9XTV4	Q8IQW2
Q09438	Q8IQX5
Q9BL03	Q8IQZ8
A0A5K1ICF1	Q8IR10
H2L089	Q8IR14
O01585	Q8IR18
Q18089	Q8IR23
Q95Y85	Q8IR26
G5EC45	Q8IR41
Q18257	Q8IR46
O45536	Q8IR48
O45168	Q8IR72
A0A1X7RBR0	Q8IR79
G5EE45	Q8IR83
A0A0K3AUJ9	Q8IR86
O61924	Q8IR99
Q3HKB7	Q8IRB5
Q9N4V2	Q8IRB6
Q21603	Q8IRC0
H2L279	Q8IRC7
G5EFP5	Q8IRD0
A0A3B1DR57	Q8IRD1
P34264	Q8IRD5
H2KYI3	Q8IRD6
Q09397	Q8IRD7
Q22158	Q8IRE3
P90908	Q8IRE5
Q09377	Q8IRG6
Q9XW18	Q8IRH1
O18301	Q8IRH5
Q05062	Q8IRH6
Q20970	Q8IRH7
P91050	Q8IRI4
H2KYL7	Q8IRI6
P34638	Q8IRJ8
O45659	Q8IRK0
Q9TZD5	Q8IRL4
Q23202	Q8IRM9
O17157	Q8IRN0
G5ED04	Q8IRN3
O02224	Q8IRP2
G5EGA9	Q8IRP5
O16487	Q8IRQ5
Q9XWK0	Q8IRR5
A8WHN5	Q8IRS2
Q8ITV5	Q8IRS9
Q23495	Q8IRT0
Q19395	Q8IRW6
Q22717	Q8IRW8
G5EFR8	Q8IRY0
Q21777	Q8IRY7
O01514	Q8IRY8
Q9N3X4	Q8IRZ3
Q22714	Q8IS44
Q7K783	Q8ITC7
Q93875	Q8ITC9
Q9TYX9	Q8MKJ6
Q8I4N4	Q8MKJ7
Q17568	Q8MKK1
Q9U3J9	Q8MKK7
Q9N588	Q8MKK8
Q22718	Q8MKL4
Q18610	Q8MKN0
O45748	Q8MKW7
Q17493	Q8MLN2
Q21323	Q8MLN5
Q8MNV7	Q8MLN7
A0A2C9C3I4	Q8MLQ0
Q21738	Q8MLQ2
Q17993	Q8MLR5
A0A078BPF3	Q8MLR7
A0A1N7SYZ4	Q8MLU9
Q9NAH4	Q8MLV1
Q20022	Q8MLV3
F5GU86	Q8MLV4
G5EG18	Q8MLW5
Q9N4Y8	Q8MLY8
O17151	Q8MMC4
Q22438	Q8MMC6
Q9U2D6	Q8MMD0
O61528	Q8MME5
N1NVC0	Q8MPN8
Q21425	Q8MPP3
Q19723	Q8MQI6
Q95XN5	Q8MQJ5
Q10576	Q8MQJ7
G5EF09	Q8MQJ8
O17589	Q8MQJ9
G5EDF7	Q8MQP2
O01882	Q8MQR5
Q18224	Q8MQS4
O17983	Q8MQW8
Q21801	Q8MQX9
Q564S2	Q8MQZ8
Q21501	Q8MR04
Q09602	Q8MR14
P53014	Q8MR15
O44532	Q8MR31
P46581	Q8MR44
Q9N430	Q8MR50
Q19059	Q8MR62
Q09979	Q8MRA3
Q18042	Q8MRB2
O45218	Q8MRC9
H2KYP8	Q8MRE6
A0A486WXA8	Q8MRG6
A0A5K1I7Y9	Q8MRH9
Q21269	Q8MRI4
G5EEG1	Q8MRK4
Q18799	Q8MRL1
Q9XUJ2	Q8MRL2
Q94166	Q8MRL3
O01820	Q8MRM4
Q9XVQ2	Q8MRN4
Q22500	Q8MRP7
G5ED57	Q8MRQ1
K8FE09	Q8MRQ2
Q86NH1	Q8MRQ5
O17889	Q8MRQ9
Q9XVR6	Q8MRT7
Q09479	Q8MRW1
A0A0K3ATA5	Q8MRW5
G5ED42	Q8MS27
A0A168HA43	Q8MS37
Q22295	Q8MS38
A0A0S4XRB1	Q8MS59
Q23307	Q8MS60
Q9N4T2	Q8MS69
G5EBM6	Q8MSB1
Q03600	Q8MSB3
Q93595	Q8MSC4
Q93545	Q8MSD1
Q17389	Q8MSF5
Q18187	Q8MSG8
Q18687	Q8MSH0
Q95YE7	Q8MSH5
G5EFB5	Q8MSI2
Q21059	Q8MSJ9
Q9XUY5	Q8MSL7
G5EF29	Q8MSM9
G5EG02	Q8MSQ4
G2HK03	Q8MSS1
O44858	Q8MST3
Q9N2X3	Q8MST5
Q7JMQ6	Q8MSU4
X5M5N0	Q8MSV2
O44804	Q8MSW0
O45256	Q8MSW4
Q9GYR3	Q8MSW9
P34663	Q8MSX1
G5EE41	Q8MSX2
Q19974	Q8MSY4
Q9N4E9	Q8MT02
Q09253	Q8MT06
Q8I4L3	Q8MT08
G5EFY5	Q8MT18
O02106	Q8MT33
Q22570	Q8MT36
Q18932	Q8MT42
G3MU50	Q8MT48
Q9XWQ6	Q8MT58
O02303	Q8MT80
Q21822	Q8MTA6
Q9TXP5	Q8MTA8
G5ECZ9	Q8MUJ1
Q9U1R0	Q8MV48
Q19014	Q8MVS5
Q94418	Q8MY02
P34450	Q8MYL1
A0A5E4LXR0	Q8MYR8
P90992	Q8MYT4
Q09568	Q8MYU0
O44740	Q8MYU6
Q22587	Q8MYV9
Q21067	Q8MYW2
Q22024	Q8MZ02
A0A4V0IJU8	Q8MZ03
Q9XW38	Q8MZ13
Q9XUN9	Q8MZ67
Q11174	Q8MZA7
Q9U1S8	Q8MZC4
O17072	Q8MZG9
P54813	Q8MZI3
Q22829	Q8ST61
Q23642	Q8ST83
Q20070	Q8ST85
Q9U329	Q8STA5
Q9U2M4	Q8STG9
Q93356	Q8STH1
Q9U283	Q8STI6
A9D0C6	Q8SWQ8
Q7JPE3	Q8SWR2
O01563	Q8SWR8
Q9N4H8	Q8SWS3
Q21404	Q8SWS7
Q7JP86	Q8SWT8
A0A486WVA9	Q8SWU4
Q9U2K7	Q8SWU6
Q9U2F3	Q8SWU7
Q19951	Q8SWV5
Q09364	Q8SWV6
E1B6T7	Q8SWW2
O18209	Q8SWW4
Q27492	Q8SWW7
Q95Q89	Q8SWX0
H2KZ21	Q8SWX4
G5ED67	Q8SWZ6
P34526	Q8SX21
O45334	Q8SX23
Q18244	Q8SX32
Q9XTW8	Q8SX35
Q9NEN6	Q8SX37
Q9GZE3	Q8SX38
Q9U229	Q8SX40
Q19899	Q8SX44
Q19232	Q8SX57
A3QMC6	Q8SX64
Q8WSN8	Q8SX68
O17612	Q8SX76
Q21827	Q8SX78
O17352	Q8SX83
Q93833	Q8SX86
Q9N4F3	Q8SX89
Q9U1V0	Q8SX98
Q9TZI2	Q8SXB0
P41779	Q8SXB3
G5EEK7	Q8SXC0
Q22631	Q8SXC1
Q09652	Q8SXC2
O18689	Q8SXD1
Q23221	Q8SXD4
O45074	Q8SXD5
Q18263	Q8SXF0
Q21191	Q8SXF2
Q965P0	Q8SXG2
Q17436	Q8SXG7
D7SFQ3	Q8SXG9
Q23662	Q8SXH1
H2KZZ2	Q8SXH7
Q20872	Q8SXK0
Q21484	Q8SXL5
Q9XU45	Q8SXM8
Q9BL53	Q8SXP1
Q04908	Q8SXP8
Q9N3V9	Q8SXQ1
G5ED75	Q8SXQ5
G5EEE5	Q8SXQ7
O18005	Q8SXQ8
H2KYB8	Q8SXR1
U4PCM1	Q8SXR4
Q19834	Q8SXR5
G5EF11	Q8SXR7
Q18035	Q8SXS0
Q09357	Q8SXS4
Q10030	Q8SXU2
Q17458	Q8SXU3
Q17336	Q8SXU5
Q8T7Z2	Q8SXV1
Q21626	Q8SXV2
Q7JKC3	Q8SXV4
P49622	Q8SXX0
Q09220	Q8SXX1
Q19673	Q8SXX2
A0A4V0IKG6	Q8SXX8
Q9N3Q4	Q8SXY1
Q19965	Q8SXY2
U4PR82	Q8SXY5
O16381	Q8SXY6
O62215	Q8SXZ5
Q18999	Q8SXZ6
Q86S38	Q8SY02
G5EF74	Q8SY29
Q23615	Q8SY33
P91126	Q8SY34
P91175	Q8SY39
Q22756	Q8SY52
Q23544	Q8SY53
F5GUD1	Q8SY58
Q17461	Q8SY61
P91082	Q8SY67
O01884	Q8SY70
Q20363	Q8SY72
Q95QQ6	Q8SY73
Q965V4	Q8SY76
Q9TXU7	Q8SY77
O17196	Q8SY84
Q9XUF8	Q8SY93
Q18553	Q8SY94
Q17416	Q8SY97
Q27497	Q8SYA4
Q19699	Q8SYB8
Q22004	Q8SYC0
P24349	Q8SYC1
Q9XW51	Q8SYC3
Q04907	Q8SYC4
Q21459	Q8SYC6
G1K105	Q8SYD0
Q21209	Q8SYD9
Q20143	Q8SYG2
Q22811	Q8SYG3
P34766	Q8SYH8
O62404	Q8SYJ2
Q27531	Q8SYK4
O16887	Q8SYK5
H9G2T3	Q8SYL1
A0A4V0IJY6	Q8SYM5
Q21734	Q8SYM9
H2KMJ9	Q8SYN0
Q09497	Q8SYP8
Q18838	Q8SYP9
Q9XVA7	Q8SYQ4
G5EG44	Q8SYR5
Q6QUQ6	Q8SYS7
Q19496	Q8SYU0
O01482	Q8SYU5
Q9XW70	Q8SYW8
Q22640	Q8SYY0
Q21559	Q8SYY6
G5ECC7	Q8SZ13
Q11093	Q8SZ15
O16474	Q8SZ16
O62146	Q8SZ19
O01561	Q8SZ38
Q9N5L9	Q8SZ46
P90911	Q8SZ49
Q23320	Q8SZ58
Q09990	Q8SZ63
O01775	Q8SZ87
Q10931	Q8SZA8
Q22059	Q8SZD0
V6CLE7	Q8SZG4
O44167	Q8SZK9
A0A061AE05	Q8SZL6
Q95QB3	Q8SZM2
P03949	Q8SZP2
Q17911	Q8SZR6
Q09488	Q8SZS0
O17590	Q8SZT8
Q9XU56	Q8SZU1
O16581	Q8SZX1
Q9BIB3	Q8SZY7
Q93594	Q8SZY9
Q09296	Q8SZZ8
Q9UA62	Q8T007
Q7YWU9	Q8T008
Q9TXW5	Q8T010
P91428	Q8T017
Q3LRZ3	Q8T030
Q21713	Q8T045
Q8WTL6	Q8T053
O62264	Q8T062
Q93209	Q8T079
Q9U2G5	Q8T085
A8WHU4	Q8T092
Q9TYQ4	Q8T0B1
Q9XZI6	Q8T0D1
Q45EK2	Q8T0D4
O17112	Q8T0D9
Q23482	Q8T0E0
Q8I7N6	Q8T0F5
Q18237	Q8T0F7
Q22472	Q8T0G1
G5EBL4	Q8T0G4
G5EDF6	Q8T0I9
Q9XWK6	Q8T0K1
G5ECH5	Q8T0L3
Q21219	Q8T0L6
Q9N589	Q8T0M4
Q9N3Y4	Q8T0N5
Q7KPV0	Q8T0P4
Q9U211	Q8T0Q4
O02111	Q8T0Q8
Q9GUM2	Q8T0R7
Q23064	Q8T0S6
O17732	Q8T0T9
P34429	Q8T0U2
P91115	Q8T0V8
O62238	Q8T0X8
A0A486WV95	Q8T390
O76512	Q8T3H9
Q9TZB0	Q8T3J1
Q9XW67	Q8T3K5
P52017	Q8T3L0
G5ECU5	Q8T3L8
Q45FX5	Q8T3P5
B5BM33	Q8T3R1
P34338	Q8T3R3
Q9BL19	Q8T3U2
Q5F4U5	Q8T3V7
Q18688	Q8T3W6
Q17961	Q8T3W8
Q21735	Q8T3X1
Q17427	Q8T3X9
G5EEQ7	Q8T3Y0
E9P851	Q8T3Y1
A0A168H2S6	Q8T3Y2
X5LX81	Q8T3Z0
K8ESB4	Q8T403
O01583	Q8T405
P34277	Q8T415
Q9TYT4	Q8T421
Q22596	Q8T447
Q6A578	Q8T465
H2KYH4	Q8T476
Q8MXV8	Q8T480
Q95YE1	Q8T485
Q95ZY1	Q8T490
P34428	Q8T498
U4PRX8	Q8T4A3
K8ES01	Q8T4A8
Q20298	Q8T4C9
O62245	Q8T4D4
G5ECJ5	Q8T4D9
H2KYN1	Q8T4E1
P34326	Q8T4E7
G5EE48	Q8T4F7
H2KYI2	Q8T4G5
O61817	Q8T4G7
Q18157	Q8T4H6
O17559	Q8T4H8
Q20425	Q8T5S9
G5EBG3	Q8T626
O17919	Q8T6B9
Q9U221	Q8T6I0
Q22629	Q8T6L6
Q86MD3	Q8T8R1
O62220	Q8T8R7
Q9XWS0	Q8T8S1
A0A061AKW6	Q8T8S2
P90841	Q8T8T9
Q20166	Q8T8U1
Q20806	Q8T8V2
Q21556	Q8T8W0
G5EGH3	Q8T8W2
Q19272	Q8T8X7
Q93339	Q8T8Y3
Q95Y07	Q8T8Y5
Q9BHL0	Q8T8Y8
O61220	Q8T913
G5EBL8	Q8T957
A0A8D6PJU0	Q8T959
Q09545	Q8T965
Q23316	Q8T970
Q9XVI2	Q8T979
Q23191	Q8T9A4
Q27487	Q8T9B6
A9Z1L6	Q8T9K8
Q10929	Q8T9L5
Q19753	Q8WR08
Q20616	Q8WR19
Q19825	Q8WS79
Q8I0Y8	Q8WSF3
O76258	Q94511
O17286	Q94513
Q19350	Q94514
P27420	Q94516
A0A1C3NSL9	Q94517
Q18066	Q94518
Q8MPP5	Q94519
Q22869	Q94521
Q68TI8	Q94522
Q10039	Q94523
Q1ZXS5	Q94524
Q19292	Q94526
H2KMJ3	Q94527
Q9XU43	Q94534
P41942	Q94535
Q21832	Q94545
Q09641	Q94546
Q22800	Q94547
Q6A573	Q94883
O18170	Q94887
Q17800	Q94890
Q95YE2	Q94899
Q19966	Q94900
Q18680	Q94901
Q20097	Q94915
O17586	Q94920
O01545	Q94981
G5EBF3	Q95028
Q9N3S4	Q95029
P34303	Q95083
Q11094	Q95R29
O02252	Q95R35
Q9NA32	Q95R48
A0A163UT06	Q95R98
Q9XTI0	Q95RA8
Q22974	Q95RA9
Q9U308	Q95RB1
Q22206	Q95RB2
Q20940	Q95RC0
G5EBE3	Q95RC3
P04970	Q95RE4
Q17675	Q95RF6
Q18728	Q95RF7
Q22544	Q95RG8
Q6BET5	Q95RH3
O45820	Q95RI2
