Q09390	A0A087WUL8
Q9U9Y8	P62993
G2HK03	P62995
Q17339	P63000
G5EFY6	P63010
P34619	P63027
H2L299	P63096
Q9N3M9	P63098
P55853	P63104
O17271	P63146
Q95PZ4	P63151
H2L279	P63162
P34371	P63165
Q45FX5	P63167
Q09589	P63172
O16991	P63173
Q03604	P63208
Q9XU45	P63218
Q18678	P63220
Q9N362	P63241
O76371	P63244
Q9N4A7	P63261
Q9XW30	P63272
O16500	P63279
A0A2C9C357	P67775
P52821	P67809
O76618	P67812
H2KYH4	P67870
Q9GYF1	P67936
H2L099	P68032
Q19591	P68036
Q04908	P68104
O02297	P68106
D9PTP6	P68133
Q09601	P68363
O17680	P68366
O44400	P68371
P46561	P68400
Q22600	P68402
Q9XXK1	P68431
O45924	P68871
F3Y5Q9	P69849
P46012	P69905
X5M5N0	P78316
Q95YD9	P78317
O45819	P78318
Q8MLZ5	P78324
Q9TYM6	P78332
P30640	P78334
Q23663	P78337
A0A061ACG9	P78344
O18131	P78345
Q8I4H7	P78346
Q18694	P78347
G5ED00	P78348
Q20182	P78352
Q93169	P78356
Q19673	P78357
P34437	P78358
O17917	P78362
P91487	P78364
Q9XWQ1	P78368
Q27527	P78371
Q21753	P78385
Q09215	P78386
O45691	P78395
G5EGN6	P78396
C0HLB4	P78406
P10984	P78410
Q20681	P78417
Q19571	P78423
P28191	P78424
O18214	P78527
Q19723	P78559
Q07085	P78563
O45749	P79483
Q8T3U1	P80188
Q9NEQ8	P80303
P54245	P80370
Q20241	P80404
P41988	P80723
O01456	P81408
Q19375	P81605
O45664	P81877
Q9BPP1	P82650
O02621	P82663
Q9XTC6	P82664
Q9XUK2	P82675
Q22721	P82912
O01326	P82914
P90861	P82921
Q8ITZ1	P82930
Q7JNM3	P82932
Q95YB2	P82933
Q9NET8	P82970
Q23591	P82979
Q18204	P83105
O18269	P83111
Q20456	P83436
Q93520	P83731
Q09443	P83876
D7SFQ3	P83881
Q93156	P83916
O62203	P84022
Q21702	P84077
Q19731	P84085
Q06561	P84090
O62259	P84095
Q23098	P84098
Q18405	P84101
Q9NAB4	P84103
P34703	P84243
H2KYI3	P84996
Q9XTV4	P85037
P41883	P86478
G5EDE9	P86479
Q22733	P86480
A0A0K3ARI1	P86481
O17581	P86496
A7WK43	P86791
Q93838	P98082
Q93795	P98095
A0A061ACW5	P98153
Q93596	P98160
O01606	P98164
V6CLJ9	P98170
Q93794	P98172
Q09250	P98179
Q9XVX8	P98194
Q19102	P99999
P34476	Q00005
Q9TY03	Q00013
Q20502	Q00059
G5EFZ1	Q00325
P91128	Q00341
Q21499	Q00403
Q9TZ93	Q00526
Q21776	Q00534
Q9N5M0	Q00535
Q21341	Q00536
Q09931	Q00537
Q19437	Q00577
Q23191	Q00587
F3Y5P7	Q00597
Q95YF3	Q00610
Q07750	Q00613
Q18089	Q00653
O45764	Q00688
Q9XXC3	Q00765
Q9XVZ6	Q00796
O01802	Q00839
Q9NGT3	Q00987
Q18711	Q01081
Q19905	Q01082
Q22183	Q01085
Q9TZE4	Q01094
G5EDA3	Q01105
G5ECP6	Q01130
F5GUC6	Q01151
Q09406	Q01167
Q20084	Q01196
Q95QW4	Q01201
E7EAU8	Q01344
G5EGK1	Q01433
H1UBJ1	Q01453
P90949	Q01469
O17109	Q01484
P34669	Q01518
Q17622	Q01523
O16741	Q01524
Q5UBX5	Q01546
Q19329	Q01581
Q95Q95	Q01628
Q19739	Q01650
Q21168	Q01658
Q18246	Q01664
Q17427	Q01780
Q09309	Q01804
O17287	Q01813
Q9U2D2	Q01814
Q7JPQ6	Q01826
Q966J6	Q01831
Q95PX0	Q01844
G5EFM9	Q01850
G5EE67	Q01860
Q22499	Q01968
Q38G52	Q01970
Q8MQ42	Q01974
Q20998	Q01995
G5EG02	Q02040
O44889	Q02078
Q19546	Q02083
O76388	Q02156
Q95ZW2	Q02218
H2KYB6	Q02224
C6KRJ8	Q02241
Q17656	Q02297
P34705	Q02338
Q7YTK8	Q02363
Q9U237	Q02383
Q9XV56	Q02410
Q9GYJ3	Q02413
P91409	Q02447
O18221	Q02487
Q18359	Q02539
Q19264	Q02543
Q09655	Q02548
Q21961	Q02750
Q22601	Q02790
Q7JKP6	Q02809
Q17784	Q02818
Q65XX7	Q02878
O17892	Q02880
Q8WTJ8	Q02930
Q68TI8	Q02952
Q19275	Q02978
Q17750	Q03001
P34672	Q03060
Q3Y3Z9	Q03111
Q21227	Q03112
Q95QN2	Q03135
Q9U5C1	Q03154
Q86NB7	Q03164
G5ECP4	Q03181
G5EFZ9	Q03188
Q65ZB4	Q03252
Q22197	Q03405
Q9XXI1	Q03426
Q09346	Q03431
Q18299	Q03468
G4SPY1	Q03518
Q9U1Q4	Q03701
Q9NF15	Q03933
Q18887	Q03936
Q8TA52	Q03989
P90829	Q04206
A0A0K3AUF2	Q04323
Q19427	Q04446
O44952	Q04637
A0A0K3AS30	Q04656
G5EEL3	Q04695
Q9XTW2	Q04721
Q21915	Q04724
Q9BIC2	Q04726
Q22329	Q04760
Q9NAI5	Q04771
P40614	Q04837
U4PBJ5	Q04864
G5ECU1	Q04917
Q18245	Q04941
Q8I7M8	Q05048
Q9U2Q9	Q05086
O17838	Q05193
O17345	Q05209
Q23661	Q05329
A0A168H9W7	Q05397
Q21952	Q05513
Q9N4K2	Q05516
Q17740	Q05519
P34504	Q05639
G5EGI1	Q05655
P48156	Q05682
P34183	Q05707
Q9U2J3	Q05923
O45231	Q05940
Q20679	Q05D32
Q9U2B9	Q05D60
Q18886	Q06124
G5ECB0	Q06136
Q11100	Q06187
O01634	Q06203
A0A4V0IKG6	Q06210
P91309	Q06265
O18183	Q06323
O44406	Q06330
O61826	Q06418
O18216	Q06455
G3MU88	Q06481
O62328	Q06495
Q19641	Q06546
Q17693	Q06587
Q9N3T2	Q06609
Q17431	Q06787
Q17744	Q06830
O62123	Q06945
Q19461	Q07001
Q10042	Q07002
O62388	Q07020
Q9N4P3	Q07021
Q9XW92	Q07065
O45628	Q07157
P34555	Q07325
P46941	Q07627
Q23457	Q07666
Q23307	Q07812
Q02335	Q07817
H2L0L1	Q07820
O17352	Q07864
G5EBE3	Q07866
P52274	Q07869
Q18060	Q07889
Q19805	Q07912
G5EFF8	Q07954
Q17606	Q07955
Q9XWZ2	Q07960
Q9XUP0	Q07973
Q18606	Q08043
Q19699	Q08050
E3W743	Q08117
Q20025	Q08170
P34422	Q08174
Q09321	Q08188
O61880	Q08209
O17071	Q08211
Q20234	Q08257
Q9U2L2	Q08345
Q7JP67	Q08378
O44606	Q08379
Q09345	Q08380
Q21793	Q08426
Q93356	Q08431
Q966C5	Q08499
O01767	Q08554
Q0G841	Q08623
P34610	Q08722
A0A8S4QBD3	Q08752
Q9N574	Q08830
P52819	Q08945
G5ED67	Q08999
O45901	Q08AD1
A0A131MCF2	Q08AM6
Q21966	Q08J23
Q18314	Q09019
P55954	Q09028
Q18983	Q09161
B7FAS6	Q09328
Q21648	Q09472
Q9XWV4	Q09666
E1B6T7	Q0D2I5
O02303	Q0D2K3
Q9U3R0	Q0VAQ4
Q53U87	Q0VD86
O02141	Q0VDD7
Q18221	Q0VDF9
Q17961	Q0VG06
Q22719	Q0ZGT2
Q9XVQ9	Q10471
Q95QR3	Q10567
G5EFM7	Q10570
Q8I4C4	Q10713
Q9N3U3	Q11206
K8FDZ1	Q12756
Q19812	Q12765
G5EBY8	Q12768
Q17483	Q12769
O62079	Q12770
Q21693	Q12772
P56174	Q12774
Q8T3B8	Q12778
P34382	Q12788
Q09565	Q12789
Q17827	Q12792
O01839	Q12797
P34436	Q12798
Q9XUV0	Q12800
P34688	Q12802
Q18399	Q12805
Q20367	Q12815
Q23087	Q12816
Q9TYU5	Q12824
G5EFC8	Q12830
Q9U9K0	Q12834
Q9GZG1	Q12837
Q9XXR3	Q12840
Q9BPN8	Q12841
Q18809	Q12846
A0A1T5HUK0	Q12849
P36609	Q12851
Q19116	Q12857
Q21278	Q12872
Q20206	Q12873
Q9XWK0	Q12874
O02254	Q12879
O45496	Q12888
H2KMI9	Q12891
Q19335	Q12899
G5EEA8	Q12904
Q20938	Q12905
P48150	Q12906
O17689	Q12907
Q19843	Q12913
Q23166	Q12918
O44749	Q12923
O45933	Q12926
Q9UB02	Q12929
P34547	Q12934
Q9XVR0	Q12947
O44579	Q12948
Q2L6W7	Q12950
O02088	Q12952
U4PQS1	Q12955
O01765	Q12959
H2KYB0	Q12962
P17331	Q12965
Q9TYR0	Q12972
Q22418	Q12974
O76667	Q12980
O01255	Q12981
Q09225	Q12982
O01927	Q12983
O62146	Q12986
O01661	Q12996
H2L0M0	Q12999
Q17457	Q13009
Q21053	Q13011
O61834	Q13021
G5ECN2	Q13033
Q17848	Q13042
Q7K866	Q13043
P52717	Q13045
Q18965	Q13049
Q93343	Q13057
Q9NEW8	Q13061
Q9N4A9	Q13064
O16915	Q13069
Q9NAE1	Q13077
O45436	Q13084
V6CJ20	Q13085
Q93694	Q13098
P91209	Q13099
O45712	Q13107
O16213	Q13111
Q19311	Q13112
O02298	Q13113
Q26261	Q13114
A0A486WXG9	Q13115
A0A0K3AQR2	Q13123
Q9XWJ5	Q13126
V6CLN5	Q13127
G5ED07	Q13131
A0A078BQJ0	Q13133
Q23050	Q13136
O44445	Q13137
Q17551	Q13144
P46502	Q13148
X5M8Y9	Q13151
G4RYA5	Q13153
Q23322	Q13155
Q17631	Q13158
Q95XR4	Q13162
Q20425	Q13163
O45244	Q13164
O76616	Q13177
Q9N4I1	Q13185
Q21037	Q13190
P91844	Q13191
Q9Y050	Q13200
Q9N394	Q13206
N1NVB5	Q13214
Q9U3J3	Q13216
Q09584	Q13217
Q17802	Q13227
O16580	Q13228
O62126	Q13232
P91390	Q13233
Q21672	Q13241
Q09501	Q13242
O01805	Q13243
Q20058	Q13247
O44729	Q13257
A0A0K3AS36	Q13263
Q09518	Q13268
G5ECQ1	Q13277
P48162	Q13283
P91115	Q13286
P41956	Q13287
H2KYI8	Q13291
O02108	Q13296
P91505	Q13304
Q10459	Q13308
P34609	Q13309
P10299	Q13310
P34685	Q13315
Q9GRZ0	Q13322
O18191	Q13323
P91493	Q13325
P91350	Q13330
G5EF60	Q13332
Q20774	Q13347
Q18474	Q13352
Q19470	Q13361
O17030	Q13362
P41842	Q13363
A0A0K3AXD0	Q13370
Q93642	Q13371
H2KYN0	Q13387
O01905	Q13393
Q21525	Q13395
O17897	Q13404
G5EC89	Q13405
P91019	Q13409
Q9U2F3	Q13415
Q22759	Q13416
Q95XD4	Q13418
Q18566	Q13422
Q95XN1	Q13423
Q20306	Q13425
G5EFL9	Q13426
Q18012	Q13427
Q93899	Q13428
Q23015	Q13432
Q9TZI4	Q13433
Q9TZ64	Q13435
Q9U3L5	Q13438
Q9XUB7	Q13439
Q95QC2	Q13442
Q18597	Q13443
P54217	Q13444
Q22573	Q13445
Q22024	Q13451
Q09392	Q13454
G5EBI0	Q13459
P34562	Q13464
Q21193	Q13469
Q9XXC8	Q13472
G5ED44	Q13480
P34643	Q13485
O17602	Q13488
G5EC44	Q13489
O16369	Q13490
Q94216	Q13492
P34274	Q13496
Q9N3F4	Q13501
O44740	Q13503
Q8MYP1	Q13505
Q9N5K2	Q13509
Q19617	Q13510
Q19665	Q13515
Q9U3F4	Q13520
Q18533	Q13523
Q95XW5	Q13526
Q9NAG5	Q13541
Q17765	Q13546
G5EFE0	Q13547
Q9TZI2	Q13554
Q17948	Q13555
Q94398	Q13557
Q18547	Q13561
Q9NF71	Q13564
Q9XW51	Q13569
H2L0S9	Q13571
P48158	Q13573
Q20865	Q13574
Q19742	Q13576
Q9TZH6	Q13585
Q22003	Q13586
Q09511	Q13595
G5ECZ4	Q13596
G5EFC4	Q13601
O76383	Q13608
Q18445	Q13610
Q7JNW7	Q13613
O17152	Q13614
O01331	Q13615
O01868	Q13616
Q10013	Q13617
H2KMJ3	Q13618
Q19749	Q13619
G5EEM5	Q13620
Q93228	Q13625
P29355	Q13627
Q9XUJ7	Q13630
Q93874	Q13635
Q5F4U5	Q13637
D3YT37	Q13642
V6CLJ5	Q13643
Q20760	Q13671
G5EGA9	Q13683
A3QMB9	Q13685
G5EG28	Q13705
Q21898	Q13724
Q21588	Q13740
P34367	Q13751
Q23645	Q13769
Q9N3H6	Q13794
Q20398	Q13813
Q9NA51	Q13823
G5EFP4	Q13829
Q2L6W5	Q13835
Q27488	Q13838
Q9U367	Q13867
Q9XWL1	Q13868
Q09551	Q13873
Q18237	Q13882
P34686	Q13885
Q20151	Q13887
Q10578	Q13895
O62112	Q13901
P41855	Q13948
P91479	Q13951
F5GU62	Q13952
H2KYE0	Q14004
O62055	Q14005
Q9TYL9	Q14008
Q20068	Q14011
Q9U3F8	Q14012
Q8WQD9	Q14061
Q19324	Q14103
P34498	Q14108
Q23681	Q14112
H2KYN7	Q14118
G5EF90	Q14119
Q9N2X3	Q14126
Q09347	Q14129
P20163	Q14134
G5EDE1	Q14137
P34428	Q14139
Q9XWZ5	Q14141
Q8WQG9	Q14142
Q9XW58	Q14145
O45548	Q14146
Q09276	Q14149
H2KZ24	Q14151
Q19339	Q14152
O61761	Q14155
A0A2K5ATQ8	Q14156
Q9TXR4	Q14157
Q19004	Q14161
Q22829	Q14164
Q9U3K8	Q14165
Q8MNS6	Q14166
G5EC77	Q14181
G5EBK0	Q14186
Q09526	Q14191
Q9TZK8	Q14192
Q95ZI6	Q14194
P90863	Q14195
Q21828	Q14197
Q11093	Q14201
O01497	Q14202
P21137	Q14203
O02365	Q14204
G5EDE4	Q14232
Q9U3D6	Q14240
Q17832	Q14241
Q18937	Q14244
O01789	Q14247
Q21501	Q14254
O02161	Q14257
Q19951	Q14258
Q18483	Q14315
Q9N3Y1	Q14318
Q9GZF3	Q14320
Q966P3	Q14332
Q9N4E2	Q14344
O18173	Q14376
Q17692	Q14393
P52009	Q14416
Q93595	Q14432
P45962	Q14442
G2HK15	Q14444
Q18037	Q14451
Q09365	Q14457
Q17663	Q14493
O61215	Q14494
P09088	Q14498
Q966G8	Q14511
Q95QB3	Q14512
G5EGS7	Q14517
Q20737	Q14525
Q17328	Q14527
Q9XXS2	Q14533
Q86N72	Q14534
O02155	Q14554
Q17410	Q14558
Q93511	Q14562
Q9XWK2	Q14566
G5ECU5	Q14568
Q9XU92	Q14571
P34607	Q14573
Q95ZV5	Q14592
O62236	Q14596
Q22782	Q14627
G5EDN5	Q14643
Q9N5C4	Q14651
Q17964	Q14653
O62193	Q14657
Q18994	Q14669
P34576	Q14671
Q20690	Q14674
G5EBJ7	Q14676
G5EBT5	Q14677
O44804	Q14680
O44803	Q14681
O16997	Q14683
Q9TYQ1	Q14684
Q23381	Q14686
Q18942	Q14687
Q23355	Q14689
Q9XVN4	Q14690
O45443	Q14692
H2KYJ8	Q14694
Q19545	Q14696
P34288	Q14697
Q4JFH6	Q14703
H2KYU6	Q14738
G5EFV3	Q14739
U4PBR7	Q14746
H2KZP2	Q14764
Q95Q62	Q14766
A8WFN7	Q14767
O62078	Q14773
G5EGF2	Q14781
G5EC97	Q14789
O01700	Q14790
Q20813	Q14802
Q9U2C2	Q14807
P49041	Q14839
O01479	Q14847
O17646	Q14849
Q9NL29	Q14872
Q9N5U2	Q14919
E8MDW3	Q14929
Q9BKQ5	Q14966
P53795	Q14973
P46563	Q14974
O17953	Q14978
Q18212	Q14980
P91564	Q14995
Q9NEW7	Q14997
G5EFA4	Q14999
Q8IU00	Q149N8
Q9BMK9	Q14BN4
P34652	Q14C86
Q9XXM0	Q14C87
P91270	Q14CB8
G5ECA8	Q14CN4
Q95ZW3	Q14CZ0
D4YWC8	Q14D33
O01590	Q15003
Q18412	Q15005
P90947	Q15006
Q9U296	Q15007
P34563	Q15008
Q22371	Q15013
Q2XN18	Q15014
H9G305	Q15018
Q23384	Q15019
Q9BLC4	Q15020
Q22021	Q15021
O45499	Q15022
Q9XX95	Q15024
Q9TXN8	Q15025
Q9U489	Q15029
Q966M5	Q15031
Q9XWJ9	Q15034
O17054	Q15036
Q20374	Q15038
G5EF20	Q15040
Q21920	Q15041
Q09384	Q15042
Q22264	Q15043
G5EDU6	Q15046
O62275	Q15047
Q19706	Q15050
Q10655	Q15051
Q9N4V2	Q15052
Q09306	Q15054
Q09201	Q15056
A5JYW9	Q15058
Q18825	Q15059
O62256	Q15061
Q9XUB6	Q15067
Q9BL61	Q15070
Q23144	Q15072
O16458	Q15075
O45444	Q15077
Q19131	Q15084
Q8WQ99	Q15102
P34345	Q15116
Q10658	Q15118
Q9BL96	Q15120
Q565D5	Q15121
O45776	Q15125
O62337	Q15126
O17859	Q15131
Q9N303	Q15139
Q17695	Q15149
Q19202	Q15155
Q20636	Q15165
Q9U2S6	Q15170
U4PR50	Q15172
Q65ZG6	Q15181
P54216	Q15185
P50306	Q15208
Q20655	Q15233
Q9NAQ2	Q15256
O16979	Q15257
Q20296	Q15262
G5ECR1	Q15269
P49809	Q15274
U4PC09	Q15276
O61793	Q15286
O45148	Q15287
G5EDL0	Q15291
A0A2K5ATS7	Q15293
Q22145	Q15303
O17084	Q15306
O16313	Q15311
P28515	Q15323
Q9XW77	Q15326
Q2WF61	Q15334
Q9TY01	Q15345
Q9TZ91	Q15349
Q95R14	Q15363
Q22352	Q15365
Q18043	Q15366
G5EEW5	Q15369
Q21350	Q15370
Q9XVA8	Q15375
Q9XUU5	Q15382
Q21541	Q15386
Q21486	Q15388
O17589	Q15392
P52713	Q15393
O17072	Q15397
Q9N5N3	Q15404
H2L040	Q15417
Q22284	Q15418
O44548	Q15424
O01974	Q15427
P91918	Q15428
O16932	Q15434
A3RMS7	Q15435
Q9XZI6	Q15436
O61775	Q15437
Q09587	Q15459
A0A061AE05	Q15466
Q20257	Q15468
Q19720	Q15477
Q9U2P0	Q15517
O17590	Q15526
Q9GYQ6	Q15527
Q9N2V9	Q15528
O17151	Q15532
Q95Y83	Q15542
Q21730	Q15545
G5EFV8	Q15554
Q7JMQ6	Q15555
G5EEK3	Q15560
G5EDF1	Q15561
Q9BMN8	Q15562
Q09582	Q15572
Q21822	Q15573
O62012	Q15596
P34722	Q15599
O61910	Q15628
Q966J7	Q15631
O16488	Q15633
Q23445	Q15637
G5EDT8	Q15642
E3W739	Q15643
Q9BKU3	Q15645
O17972	Q15646
A0A3P6N6A0	Q15650
P91866	Q15653
Q23390	Q15654
O01761	Q15669
O76620	Q15672
G5ED36	Q15678
Q8MPT2	Q15691
Q966G2	Q15696
Q23523	Q15697
O76590	Q15714
Q27257	Q15717
Q565A2	Q15738
Q18986	Q15742
Q17675	Q15744
Q9XU15	Q15746
Q23179	Q15750
O17684	Q15751
Q94300	Q15758
Q9XWW3	Q15762
Q18355	Q15768
H2KZS3	Q15773
G5EEH0	Q15776
D9PTP3	Q15785
Q9XTB5	Q15788
F5GUF0	Q15796
Q17522	Q15797
Q7Z116	Q15800
Q23543	Q15811
Q94130	Q15813
Q9TXT1	Q15818
O16374	Q15819
A0A486WY88	Q15831
Q21571	Q15833
A0A131MCP7	Q15834
O17732	Q15836
P34659	Q15843
A0A0M7RDX3	Q15848
Q22285	Q15884
Q8I7N6	Q15904
G5EDW7	Q15906
O16682	Q15907
P34529	Q15910
O62053	Q15911
Q9BL45	Q15915
Q9XUS2	Q15942
O16242	Q15973
Q11094	Q16082
O61518	Q16181
P43509	Q16186
P34296	Q16204
Q9N2V6	Q16236
Q9U2X0	Q16254
Q10131	Q16288
O18036	Q16352
O45667	Q16385
Q9N3U9	Q16394
Q93548	Q16401
O45323	Q16512
G5ECF1	Q16513
O16658	Q16514
Q23477	Q16526
Q9TZ58	Q16531
Q9U255	Q16537
G5EBZ1	Q16539
Q11068	Q16540
Q22053	Q16543
G5EBY6	Q16555
Q09989	Q16576
Q95XH2	Q16581
Q19243	Q16585
Q21948	Q16586
Q965P0	Q16594
P34567	Q16595
Q19824	Q16610
Q23321	Q16617
Q20945	Q16623
Q9XW63	Q16625
P34629	Q16629
Q9XTT9	Q16630
O62461	Q16633
Q20229	Q16635
Q18680	Q16637
P34258	Q16643
G1K105	Q16651
P02567	Q16658
P54811	Q16659
Q9U2A9	Q16665
Q20647	Q16666
W6RXR9	Q16670
O45577	Q16695
Q22763	Q16698
Q7YTG9	Q16718
Q9TZI7	Q16719
O45532	Q16720
Q23644	Q16740
O16405	Q16762
P34618	Q16763
G5EFR8	Q16774
Q23422	Q16775
Q21649	Q16777
Q9N2W7	Q16778
G5EDJ2	Q16787
O45672	Q16795
Q9UAU7	Q16799
Q86PJ5	Q16821
Q22032	Q16822
Q9XV36	Q16825
A0A0K3AR81	Q16827
Q9XXI4	Q16828
Q95X59	Q16829
Q20390	Q16831
Q18739	Q16832
P34425	Q16849
O17268	Q16850
Q9TYJ3	Q16851
Q9GYK1	Q16854
Q19436	Q16864
Q9XU06	Q16875
O45221	Q16880
Q9U2X1	Q16881
P18334	Q16891
Q9XXN2	Q17RB8
O18228	Q17RD7
Q9XUR1	Q17RF5
P84199	Q1A5X7
P90795	Q1ED39
A0A131MC08	Q1HG44
Q86GU3	Q1KMD3
A0A3P6N624	Q24JP5
Q9N3Z0	Q27J81
Q9XUY6	Q29980
Q8IG33	Q29983
Q21418	Q29RF7
P14585	Q2HXU8
Q9TYT4	Q2KHN1
Q9N432	Q2KHR3
Q09248	Q2KHT3
Q9N3X3	Q2M1P5
Q27518	Q2M2I5
V6CM14	Q2M2I8
A0A486WV45	Q2M329
O17685	Q2M389
O45149	Q2MV58
Q21192	Q2NKJ3
A0A8S4QDC4	Q2NKX8
Q17761	Q2NL82
Q09479	Q2PZI1
Q22495	Q2T9L4
B2FDA6	Q2TAA5
Q8MXH7	Q2TAC2
Q27494	Q2TAL6
P34314	Q2TAL8
Q95XW7	Q2TAY7
D3YT69	Q2TBE0
Q9U357	Q2VPK5
Q6A5A0	Q2WGJ6
O16215	Q30201
Q9TZ70	Q30KP8
P90790	Q30KP9
G5EDB9	Q32MZ4
Q20691	Q32NC0
Q20770	Q32P28
Q9XWD5	Q32P51
Q95XK2	Q38SD2
Q86D10	Q3B7T1
G5EE01	Q3B820
Q8I4C0	Q3B8N2
Q93644	Q3KNT7
O45722	Q3KNV8
G5ED75	Q3KNW5
Q19325	Q3KP44
Q22342	Q3KP66
P34507	Q3KPI0
A0A4V0IKA6	Q3KQU3
O45419	Q3KQV3
D7SFP0	Q3KR37
H2KZA2	Q3L8U1
Q19895	Q3LHN2
Q09528	Q3LI64
P53806	Q3LI66
G5ECR8	Q3LI67
O02495	Q3LI70
Q93249	Q3LI72
Q21274	Q3LI76
Q21083	Q3LXA3
A0A486WY26	Q3MHD2
Q966K5	Q3MII6
Q9U257	Q3MIR4
Q11080	Q3MIW9
Q18991	Q3SXM5
U4PAR9	Q3SXP7
G5EG86	Q3SXY8
Q22020	Q3SY00
A0A168H1X0	Q3SY46
H2L2D5	Q3SYB3
Q17572	Q3SYF9
O16581	Q3V5L5
Q2EEN1	Q3V6T2
Q94188	Q3YEC7
A6ZJ71	Q3ZAQ7
Q9XVS7	Q3ZCM7
Q21127	Q3ZCQ8
Q23646	Q401N2
E9P860	Q494U1
Q10122	Q495W5
P91398	Q49A26
Q18069	Q49A88
Q09622	Q49AN0
H2KZ15	Q4G0A6
Q9U1V0	Q4G0F5
P54936	Q4G0J3
Q10956	Q4G0W2
Q9N408	Q4G148
Q4W528	Q4G163
Q22000	Q4G176
P34266	Q4J6C6
P90898	Q4KMG9
Q20071	Q4KMQ2
Q21704	Q4KMZ8
Q95XL6	Q4LDR2
Q21000	Q4LE39
P34519	Q4U2R6
G5EEG7	Q4V328
Q20000	Q4VC05
P90783	Q4VCS5
Q9XUJ2	Q4ZIN3
Q21777	Q504T8
Q27516	Q504Y0
A0A2K5ATP9	Q52LG2
P34655	Q52LJ0
Q22936	Q53EL6
A0A8D9IN58	Q53EP0
Q03570	Q53EQ6
Q18990	Q53EZ4
Q9XWW1	Q53F19
Q9XXA7	Q53F39
O17020	Q53FD0
Q19013	Q53FV1
P54406	Q53G59
Q20711	Q53GL0
O44490	Q53GQ0
G5ECF8	Q53GS7
O44549	Q53GS9
Q11179	Q53GT1
G5EFD7	Q53H12
O02151	Q53H80
Q20445	Q53H82
Q17493	Q53H96
P05634	Q53HC0
A0A168H5K4	Q53HC5
Q9UA62	Q53HC9
P90831	Q53HI1
Q95YC4	Q53HL2
Q6QUQ6	Q53HV7
Q19455	Q53R41
O01598	Q53RE8
Q1ZXU7	Q53SF7
P91198	Q53T94
O61766	Q53TN4
P41879	Q53TS8
P91372	Q562F6
P34475	Q562R1
Q9XWX6	Q567U6
Q9XU11	Q56NI9
A8WHT6	Q56P03
Q23563	Q58EX7
Q20289	Q58F21
Q9XXF9	Q58FF3
O01514	Q58FF6
G5EFE7	Q58FF7
Q9NAH6	Q58FF8
Q9N4F4	Q58FG0
O01593	Q58FG1
P27715	Q58WW2
Q09287	Q59EK9
Q965T4	Q5BJD5
Q95XA8	Q5BJF2
O17239	Q5BJH2
Q5DX32	Q5BJH7
Q9XVF6	Q5BKT4
Q8WQH2	Q5BKU9
H2KYG5	Q5BKX5
O17694	Q5BKZ1
Q21955	Q5BVD1
Q19291	Q5C9Z4
Q9XUR4	Q5D862
Q20375	Q5F1R6
A0A5E4LZ74	Q5FBB7
Q8MQ52	Q5GLZ8
P34295	Q5H8A4
G5ECR0	Q5H9R7
Q21631	Q5HYA8
Q20754	Q5HYI7
Q18437	Q5HYI8
Q10014	Q5HYJ3
Q9XYX7	Q5HYK3
Q65ZB8	Q5HYW2
P56407	Q5J8M3
Q19441	Q5J8X5
P91361	Q5JNZ5
Q22966	Q5JPH6
A7DTF0	Q5JR59
O17907	Q5JRA6
O16467	Q5JRX3
Q95ZL9	Q5JS54
O17470	Q5JSH3
Q20634	Q5JST6
Q4W5P0	Q5JSZ5
Q21549	Q5JTH9
P90747	Q5JTV8
O76743	Q5JTW2
O18259	Q5JTY5
O17198	Q5JTZ9
Q17694	Q5JUK2
V6CLP5	Q5JVF3
G5EGH6	Q5JVL4
C3JXE6	Q5JVS0
Q10902	Q5JX71
H2L0B1	Q5JXX7
P34454	Q5K4L6
Q9TYY7	Q5KU26
A0A0K3AVF6	Q5M775
A0A8S4QD70	Q5MIZ7
O16971	Q5MJ08
Q7YWP5	Q5MJ10
P51559	Q5MNZ6
G5EG96	Q5NDL2
Q965T6	Q5PSV4
P91575	Q5QGT7
H2L0S5	Q5QJE6
P52906	Q5QNW6
Q966L2	Q5QP82
P18835	Q5RKV6
Q10020	Q5RL73
Q9U1W2	Q5S007
Q9GZD5	Q5SNT2
Q20830	Q5SQN1
Q8T7Z2	Q5SR56
Q9N373	Q5SRE5
O01521	Q5SRI9
Q09983	Q5SSJ5
O01976	Q5SVZ6
Q20742	Q5SW79
G5ECJ8	Q5SWA1
Q17657	Q5SWW7
Q20027	Q5SWX8
A5Z2W0	Q5SXM2
Q9N3E8	Q5SY16
Q9N4D9	Q5SZD1
Q21059	Q5SZK8
Q17896	Q5T0J7
Q9XXC2	Q5T0T0
P91126	Q5T0W9
Q7Z137	Q5T124
Q7YZT6	Q5T160
Q9N575	Q5T1M5
G5EDN8	Q5T200
A0A8S4QAT5	Q5T280
O02655	Q5T2D3
O16666	Q5T2W1
Q23023	Q5T3F8
Q22067	Q5T3I0
Q7JP86	Q5T3J3
O17807	Q5T447
A5JYX8	Q5T4B2
Q93878	Q5T4D3
Q9N4G7	Q5T4F4
Q19371	Q5T4S7
H2FLI6	Q5T5A8
Q23450	Q5T5B0
Q20357	Q5T5P2
Q9N302	Q5T5U3
Q20829	Q5T5X7
Q9BL53	Q5T619
Q18054	Q5T653
Q09242	Q5T686
O18032	Q5T6C5
P90824	Q5T6F2
P91305	Q5T6S3
P91066	Q5T700
A0A061ACG4	Q5T749
