Q9W029	A0A087WUL8
A8JNU6	P38606
O77051	P38646
D1Z3A2	P38919
P06603	P38936
Q9VS34	P39019
P38979	P39023
O97479	P39060
O18399	P39086
Q8T485	P39210
Q9VBQ1	P39656
Q9VD35	P39687
Q0E908	P39748
Q9VEL0	P40121
P12646	P40123
Q9VYD1	P40189
Q9I7S2	P40197
Q7JPT9	P40199
Q9VAX8	P40222
O96692	P40227
Q9VBN7	P40238
Q9VGD3	P40259
Q9W2K2	P40306
Q0E8K5	P40337
Q9V3K5	P40424
Q9W101	P40425
Q86PF4	P40426
Q9W499	P40429
Q9VYT2	P40616
P21519	P40692
Q9VVU4	P40763
Q27580	P40818
O77059	P40855
P37276	P40925
Q9V3K3	P40926
A0ZWM5	P40937
P18488	P40938
Q9VV44	P40939
Q9VWM1	P40967
P98149	P41002
Q9VH48	P41091
Q9VBT4	P41134
Q8T5S9	P41146
Q9VR17	P41162
Q9VGP7	P41181
Q7JVK6	P41182
Q9VIK3	P41208
Q8INM8	P41212
Q9W076	P41214
Q7PLL3	P41218
Q7YU08	P41219
A8JUX7	P41220
Q9TW62	P41221
Q7KJ08	P41222
Q9VFU8	P41223
Q9Y1A3	P41227
B4YWB2	P41229
Q9VEN5	P41231
Q7JV70	P41235
Q9VNY8	P41236
Q9XYP8	P41240
C0HL66	P41250
P12613	P41252
Q9VKS9	P41273
Q7JWW6	P41587
Q6NPB2	P41597
Q9VDN6	P41732
Q24174	P41743
Q961J8	P42025
Q24093	P42126
O18404	P42166
Q9VEX9	P42224
Q9XZS8	P42226
Q9VIG5	P42229
A2VEK7	P42262
Q9VYA7	P42285
Q9VDH4	P42331
Q9W5E0	P42336
Q9VGY2	P42338
B3G0Q2	P42345
Q9VR03	P42356
Q9GNJ2	P42357
Q9VCL2	P42566
Q9VDE9	P42568
Q9VQW7	P42574
F0JAQ8	P42575
Q9VBU5	P42677
Q9VF89	P42681
Q9W0T7	P42684
Q9VRF5	P42685
Q9VMZ6	P42694
Q8T092	P42695
Q9VNG0	P42696
Q9VWR0	P42701
P13706	P42704
Q9U1K1	P42765
P51140	P42766
Q9VEF3	P42768
Q9VKG3	P42772
Q24498	P42773
Q86BL2	P42785
Q9VXD2	P42857
Q9VUI0	P42858
Q9VSN3	P42892
Q9VBT6	P42898
O76861	P43003
Q9VV20	P43005
O96827	P43034
Q8IGA7	P43115
Q9VRA0	P43119
A1Z6H0	P43121
Q95U32	P43146
Q9VLB3	P43155
Q9W4F5	P43220
P04359	P43243
Q9VZB5	P43246
Q7K126	P43250
Q9VCA9	P43304
Q9W384	P43307
Q9W0R6	P43308
Q7KVC9	P43351
P54367	P43353
Q9VQ60	P43355
Q9VIW8	P43357
Q9VSM1	P43358
Q76NS2	P43360
Q9VCU8	P43361
Q9VH45	P43362
Q86BM4	P43363
Q24318	P43364
Q9VHI1	P43378
Q9VQK4	P43403
Q9VNE4	P43405
Q9W3V7	P43487
Q7YTZ0	P43490
Q8T0R7	P43628
Q9VP94	P43631
Q9VV40	P43657
Q24306	P43681
Q8SY77	P43686
Q95RG8	P43694
Q7KNQ9	P43699
Q9VAJ1	P43897
Q95RB1	P45880
Q86B83	P45954
Q8IMJ2	P45973
Q9Y106	P45974
O61602	P45983
Q9VJQ0	P45984
Q24114	P45985
Q9VTY7	P46013
Q9W4E2	P46019
Q9VMA2	P46059
Q26365	P46060
Q9VUB7	P46063
P06742	P46087
Q7K0L8	P46098
O76932	P46100
Q9V345	P46108
P26019	P46109
Q9VGE5	P46199
P48603	P46379
A0A0B4KHJ5	P46459
Q7K5M6	P46527
Q9VVR1	P46531
Q7JY04	P46663
Q9VVF4	P46734
Q9VU89	P46736
Q8T0E0	P46776
Q7K110	P46777
Q9XZT1	P46778
Q9VTU4	P46779
Q7KLX3	P46781
Q8INY3	P46782
Q9VBH8	P46783
O02649	P46821
A1ZAZ7	P46926
P11147	P46934
Q9VKX2	P46937
P00522	P46939
Q94920	P46940
Q9VS66	P46976
Q9VNS7	P46977
Q4V6Y6	P47224
Q9VG00	P47712
Q7KM13	P47755
M9PBB4	P47756
Q9VF23	P47775
Q9W378	P47813
O18339	P47871
Q8MSG8	P47895
Q9VPZ4	P47900
Q9VSV2	P47902
Q9VRL0	P47914
Q8IGK3	P47929
P18459	P47974
O77290	P47985
Q8STH1	P47992
Q9V3C1	P48023
Q9VJD2	P48029
Q02360	P48039
Q9VU72	P48047
Q8MRC9	P48051
Q9VL89	P48059
Q9VG24	P48061
Q8SYM9	P48147
Q9VFM6	P48163
P29503	P48165
Q8T4A3	P48167
Q9VVZ4	P48200
E1JIZ7	P48307
Q4V3P9	P48380
Q9VY78	P48426
P18502	P48431
Q8IRC7	P48444
Q9VSN9	P48449
Q9VAQ3	P48454
B7TB45	P48507
B7Z031	P48509
Q9W2Q5	P48539
Q9VS83	P48552
Q9VL77	P48553
Q7K2V1	P48556
Q9VEG5	P48594
M9MRQ3	P48634
Q9VDE3	P48643
Q9VKN7	P48645
Q7KRS6	P48651
Q9VPQ6	P48668
O96660	P48681
Q24025	P48723
Q9V6B9	P48729
Q8T0X8	P48730
O02195	P48735
E1JIM6	P48739
Q9VQJ6	P48741
Q9VYM5	P48960
Q9VRR2	P49005
Q9VEY5	P49006
Q9VMH2	P49023
P83088	P49069
Q9VYA4	P49116
Q9W081	P49137
Q9VRA4	P49146
Q9VG96	P49184
Q9VGR8	P49189
Q7K127	P49190
Q9VE50	P49207
Q9W0Y1	P49247
Q9VU59	P49257
Q8SZY7	P49286
Q8T957	P49321
P08182	P49327
Q9VL41	P49336
Q7JUX2	P49354
Q0E9A5	P49356
Q7KUD4	P49366
P48610	P49368
Q9W3V2	P49406
Q9W2A3	P49407
P13607	P49411
A1Z7I2	P49418
Q9VA25	P49419
Q9V3Q9	P49427
Q9V3D4	P49447
Q9VSF5	P49450
Q9VK89	P49454
Q9VW54	P49458
Q9I7I7	P49459
Q9VXD3	P49585
Q8MYT4	P49588
Q8IQ73	P49589
A0A0F6QCQ6	P49591
Q9VE40	P49593
A1Z7M6	P49638
Q9V496	P49639
Q9VLI9	P49641
Q9NHV9	P49642
Q8IQJ9	P49643
A1ZAZ8	P49662
P39769	P49674
Q8SYS7	P49703
P25843	P49711
Q23977	P49715
O76888	P49716
Q9VIM5	P49720
Q01642	P49721
P54623	P49736
Q9VX49	P49746
Q9VWC0	P49748
A1Z898	P49750
Q8INU6	P49754
Q8IR79	P49755
Q9W287	P49756
Q8T0L3	P49757
Q9VEA2	P49759
O96689	P49760
A1Z850	P49761
Q9VHL0	P49768
P25171	P49770
Q7K5M2	P49773
Q9W0N8	P49790
Q9VUJ1	P49792
Q9V774	P49796
Q9VWD7	P49810
E3CTP7	P49815
P18102	P49821
P09085	P49840
Q24560	P49841
Q9VXE5	P49848
Q9VAI0	P49862
Q9VPU6	P49901
Q4QQ70	P49902
Q9VBY5	P49903
Q9W041	P49910
A4IJ59	P49915
Q9VTZ5	P49916
Q9VHV1	P49917
Q7KN75	P49959
Q9VG79	P50148
B6IDZ4	P50151
Q9VVR2	P50213
Q9VNH5	P50221
Q9VJD4	P50222
Q8T017	P50225
O61366	P50238
Q9W100	P50281
Q9VD82	P50395
P02299	P50402
Q9W458	P50406
Q86BG6	P50416
Q9VQQ4	P50443
Q9W532	P50452
Q8SZT8	P50453
Q7K3G5	P50454
Q9W0F4	P50458
Q9VK16	P50502
Q9W5H8	P50539
M9NFM7	P50542
Q9VLB9	P50548
Q9VY48	P50552
O76464	P50553
Q9VPD4	P50570
Q9VUN8	P50579
P52304	P50613
Q9VFL9	P50748
Q9VHT3	P50749
P19889	P50750
Q9VVW9	P50851
Q9VAD5	P50876
Q8MZC4	P50895
Q9VAY6	P50897
P39018	P50914
A8DY57	P50990
Q9VMY2	P50991
Q9V3N8	P50993
Q9VVT2	P50995
P10105	P51003
Q8MRG6	P51114
Q9VIJ0	P51116
Q9VBJ9	P51148
Q1WWH6	P51149
Q9VAP1	P51151
Q7KHE2	P51153
Q8SXU3	P51159
Q9VM20	P51178
Q9VEI9	P51451
Q7KT13	P51452
Q9VSR8	P51460
Q9VAP9	P51530
Q0E940	P51531
Q9VMR8	P51553
Q8MLN7	P51570
Q8SXL5	P51571
Q9W424	P51572
Q9VFQ9	P51587
Q9VQ56	P51608
Q9W2M2	P51610
Q8IQG0	P51617
A1Z8I9	P51636
A1Z909	P51648
Q7JR82	P51649
Q8SY73	P51654
Q9VXD6	P51659
Q8MRQ5	P51665
Q9VI55	P51668
Q9V430	P51671
Q9VBP3	P51674
Q9VXN0	P51679
Q9VD30	P51684
Q9VY33	P51687
Q9W1B3	P51688
Q9VDS7	P51692
Q8T480	P51693
Q9VR90	P51784
Q95NH6	P51788
Q9VTT0	P51790
Q9XZ32	P51798
Q9VNZ0	P51805
Q7PLI0	P51809
Q94899	P51812
Q95TS8	P51813
Q9VGD8	P51817
Q9V3S9	P51825
Q9VFB9	P51858
Q95SH7	P51946
Q8T079	P51948
P91679	P51955
Q4V467	P51957
Q6NN55	P51959
Q9VUB1	P51965
Q9VNR8	P51970
P19109	P51991
Q9VZJ3	P52198
A1Z9R4	P52209
P54399	P52272
Q9VGP4	P52292
Q9VTE0	P52294
Q9VGI1	P52298
Q0E8X8	P52306
Q9VLX0	P52333
Q9V3T2	P52429
Q01070	P52434
Q9VJZ5	P52435
Q9I7C6	P52564
Q24255	P52565
Q9VNR9	P52569
O77425	P52594
Q9W3N1	P52597
Q7PLB8	P52630
Q8IP73	P52655
Q7K221	P52701
P39736	P52732
Q7JVK8	P52735
Q9W1K1	P52739
Q8T4A5	P52747
Q0E938	P52756
Q9VHA5	P52758
Q7KH24	P52788
Q9VGG0	P52789
Q9VCI5	P52797
Q9VSP8	P52798
Q9VFY4	P52799
Q9VLW9	P52803
Q9W0U6	P52815
Q9V9I2	P52849
Q9VFY9	P52888
Q9VNN3	P52895
Q9VRL2	P52907
P36192	P52926
Q7JRH7	P52943
Q7KSZ0	P52948
Q9VLC0	P52952
Q8ST85	P53004
P10083	P53007
Q9W0Q1	P53041
Q9VB22	P53350
O97066	P53355
Q9VGC1	P53365
Q9VRV7	P53367
Q9W4J4	P53384
P02574	P53396
A1ZA55	P53539
Q9VUD8	P53567
Q9VL67	P53582
Q9W5C2	P53597
Q9VZC9	P53602
Q9VTA1	P53611
Q9VPI4	P53618
Q9VC66	P53621
Q9VNR1	P53634
Q9W5E2	P53667
Q6TY79	P53671
Q9VAV6	P53675
Q24595	P53680
O76870	P53701
O16102	P53708
Q9VB47	P53778
Q9VBF5	P53779
A1ZB29	P53794
Q8T915	P53801
Q8T9K8	P53803
Q9W3Q0	P53804
Q9VF71	P53805
Q9U9Q1	P53985
Q9VW47	P53990
Q24593	P53992
Q9VH90	P53999
Q9VRT7	P54098
Q9VF93	P54105
Q4V3Z6	P54132
Q9VZF5	P54136
Q9W5X0	P54198
Q9W569	P54219
P25932	P54252
Q9VSN2	P54253
P35820	P54259
Q9U9Q2	P54274
M9PCB0	P54277
P52656	P54278
Q9VF59	P54289
Q9VKA4	P54315
A9YKR0	P54577
G4LU05	P54578
Q9W0D6	P54619
Q9VRR4	P54646
Q9V472	P54652
Q0KHR5	P54687
Q8IMI5	P54707
Q95T29	P54709
P15372	P54725
Q9W2X6	P54727
Q9V4U7	P54756
Q7YU60	P54760
Q9VUJ9	P54764
Q24536	P54802
O46108	P54819
Q9VRJ8	P54829
Q9W1Z6	P54849
Q9VIB1	P54852
Q6AWN0	P54886
Q9VZF1	P55000
Q5BIC3	P55010
Q9VC49	P55011
P09956	P55036
P29993	P55039
Q9VK43	P55040
Q9VCN3	P55055
Q8SY02	P55058
A1Z927	P55060
Q9VQD7	P55061
Q961D1	P55072
Q7K3M9	P55075
Q24179	P55081
Q9W1M8	P55082
Q4V3F0	P55083
Q8SWV5	P55084
Q9VWS1	P55085
Q9VSU3	P55145
X2JFW7	P55196
Q8MRW1	P55198
Q8MST3	P55199
Q9W126	P55201
A1ZAK7	P55209
Q9VWN2	P55210
Q9VT96	P55211
Q9VMQ9	P55212
Q9VS55	P55265
Q7KN61	P55268
Q8SWV6	P55273
Q9VMJ5	P55290
Q9VMS9	P55316
Q7JX87	P55317
A1ZA23	P55318
Q7KSF2	P55327
Q7KSP6	P55345
M9PE86	P55347
P13678	P55735
Q7K485	P55769
Q8T3X9	P55786
Q9VVW8	P55789
Q9VV52	P55795
Q9VK38	P55809
Q7KSB4	P55854
Q7KLV9	P55884
Q9VUZ3	P55899
Q9VA67	P55957
Q9VYX0	P56134
Q9VMG6	P56159
Q9VIR9	P56180
Q7KUK8	P56181
Q9XTN2	P56192
Q9VD46	P56270
Q9I7N1	P56279
Q9VVV2	P56282
Q9W1E7	P56377
Q7K014	P56381
Q8T0F7	P56385
Q9BIR7	P56524
O46084	P56537
Q9VIH7	P56539
P09208	P56545
Q9VZ66	P56556
Q9VU04	P56559
P91939	P56589
Q6IGE3	P56705
Q9V6G5	P56851
P29774	P56945
Q9W2N0	P56962
Q9VRN5	P57052
Q9W1K5	P57055
Q9Y163	P57058
Q9VCJ2	P57059
Q9VZG8	P57060
Q9VV60	P57071
Q01583	P57075
Q7KRW8	P57076
P07666	P57078
Q9W1K4	P57081
Q9VYN8	P57086
Q8T8T9	P57088
Q9VCT3	P57105
Q9VLR5	P57678
Q9VPW5	P57682
D2NUF2	P57721
Q1RL06	P57723
Q9VGY8	P57727
Q8IMU3	P57737
O76994	P57740
B7YZU2	P57772
Q8T8W0	P57775
Q9VMX1	P58012
Q7YU05	P58107
Q9VD00	P58166
Q4V3Y0	P58317
Q8IRQ5	P58340
Q9VT15	P58397
Q24192	P58418
Q9V9K7	P58546
Q9I7P3	P58557
Q9VR31	P58658
O77237	P58876
Q86B59	P59020
P54398	P59665
Q9VK62	P59768
Q9VLN6	P59923
Q9VCC8	P59990
Q9VZ07	P59991
Q9VBW6	P59998
Q04652	P60006
Q9V359	P60033
Q9VL03	P60174
Q960J9	P60201
Q9VWW0	P60228
Q9VQB6	P60321
Q4V6J1	P60323
Q9VMD4	P60328
Q9VS78	P60329
Q9VQA2	P60331
P05812	P60369
P54622	P60370
A8WHD3	P60371
Q9XZ68	P60409
Q9VYT3	P60410
Q9VH19	P60411
Q9W495	P60412
P09077	P60468
P29327	P60484
Q8WR08	P60510
Q9V3D8	P60520
Q9VYY9	P60604
Q9VA81	P60606
Q9VCJ8	P60660
P23757	P60709
Q9VEX6	P60842
Q9VHN7	P60866
Q9VJP5	P60880
A1Z7K9	P60891
Q7K3D8	P60896
Q9VX36	P60900
Q9VH36	P60903
Q9VYG2	P60953
Q9VBV3	P60981
Q9VDC3	P61006
Q9VHP0	P61009
O16117	P61011
Q9W5R5	P61019
Q9GSR1	P61020
O44226	P61024
Q9W170	P61026
P02515	P61073
Q95TJ6	P61077
P36241	P61081
P52487	P61086
Q9W2P8	P61088
Q24256	P61106
O17468	P61158
Q9VIH8	P61160
A1ZB61	P61163
Q9VKC9	P61165
Q9V468	P61201
Q9VE71	P61204
Q9VT19	P61218
Q9VA83	P61221
Q9VQF5	P61224
Q8IPU9	P61236
A1Z8L7	P61244
Q8IQH2	P61247
Q9W0P8	P61254
Q9W1S3	P61266
O61661	P61289
C0PDE0	P61313
Q9VTZ1	P61326
Q9V8G0	P61328
Q8IRH7	P61353
Q9W362	P61421
Q9VEA9	P61457
Q9VDS5	P61513
Q7K3Q3	P61586
Q9V393	P61587
Q9VMW9	P61601
Q9VF72	P61604
Q9VZF2	P61619
Q7KTP7	P61626
P06002	P61758
E1JJP6	P61764
Q7K3T4	P61769
Q8MLV3	P61803
O97179	P61916
A1ZBL2	P61923
Q0E8T4	P61927
Q27297	P61956
Q9VMM3	P61960
Q7YU81	P61962
P22700	P61964
Q9W3M1	P61966
Q7K1D9	P61968
Q24044	P61970
Q27415	P61978
Q9VUL8	P61981
Q9VCB9	P62068
Q9VUR2	P62070
Q9VSN7	P62072
Q9W3C6	P62079
Q27331	P62081
P09491	P62136
O18381	P62140
Q6NNF2	P62166
Q0E985	P62191
E8NH67	P62195
P49630	P62241
O18405	P62244
P80455	P62249
Q9VZ26	P62253
Q9VR61	P62256
Q9W1Z1	P62258
Q9VLL3	P62263
Q9VV76	P62266
Q8T4F7	P62269
P21525	P62273
Q9VSL2	P62277
Q7KR10	P62280
P02844	P62304
A1Z813	P62306
Q9W0A2	P62308
Q8IRG6	P62310
Q9VAQ7	P62312
Q9VW59	P62314
P11420	P62316
P33244	P62318
Q9VXQ0	P62328
Q24562	P62330
O46308	P62333
A1Z9G4	P62341
Q960D3	P62424
Q7K209	P62487
A1ZA92	P62491
P34739	P62495
P18537	P62502
P47949	P62508
Q9VH76	P62633
Q9VM46	P62699
Q9VSH4	P62701
Q9VBD9	P62714
P06754	P62736
Q9VJB5	P62745
P41042	P62750
P48588	P62753
Q9VL81	P62760
Q24167	P62805
Q9VZF4	P62807
Q9VVA7	P62820
M9PDA8	P62826
Q9W227	P62829
Q9VWX8	P62834
Q9W0R0	P62837
Q9VU58	P62841
P19351	P62847
Q95029	P62851
Q9VAB8	P62854
Q9VAW5	P62857
P23226	P62861
Q9VX48	P62873
Q9VQ79	P62875
Q45VV3	P62877
O97420	P62879
Q867V1	P62888
Q9VGZ8	P62891
Q9XZ56	P62899
O97428	P62906
Q95083	P62910
P41094	P62913
O97477	P62917
Q9VRQ5	P62937
Q9VNS4	P62942
P56672	P62979
Q9VRD4	P62987
Q7KS72	P62993
A1ZAS3	P62995
Q95TJ9	P63000
Q9VJN5	P63010
Q9V397	P63027
A1A701	P63096
Q9VT91	P63098
Q8IQI1	P63104
Q2PDT6	P63146
Q8SWT8	P63151
Q9W0Y0	P63162
Q7JXF5	P63165
Q8T3P5	P63167
Q7PL81	P63172
Q9VL27	P63173
Q9W481	P63208
Q9VK44	P63218
Q8SZM2	P63220
P22058	P63241
Q8IQ04	P63244
P15330	P63261
Q8IQF5	P63267
A1ZBD9	P63272
P23792	P63279
Q9VVK2	P63313
P17276	P67775
Q9V3G1	P67809
Q3HKQ4	P67812
Q9VPX6	P67870
Q9VSY2	P67936
A0A0B4K7J2	P68032
Q8SYY6	P68036
Q8SZP2	P68104
Q9VFR4	P68106
Q9VWN9	P68133
P16371	P68363
Q9VX05	P68366
P09081	P68371
Q94516	P68400
Q9VN01	P68402
Q9VNE9	P68431
Q9VA32	P68871
Q9VXV1	P69849
Q9VXJ0	P69905
D1Z365	P78310
Q9VHX4	P78316
Q9VEZ5	P78317
P42207	P78318
Q4V5I9	P78324
Q9VXZ8	P78329
Q9VCT2	P78332
Q27367	P78334
Q05652	P78337
A1Z8Z3	P78344
Q9W0U0	P78345
Q9V3I9	P78346
A1Z6J6	P78347
Q8SY93	P78348
A8JR03	P78352
Q962I0	P78356
Q9VU29	P78357
Q4V5A7	P78358
Q9W4S7	P78362
Q9TVP3	P78364
Q9VFN9	P78368
P18101	P78371
Q9VPT7	P78382
Q9W2H2	P78385
Q7K0D3	P78386
Q8T3K5	P78395
Q7KV62	P78396
Q9VYS4	P78406
P31009	P78410
Q9VUB3	P78417
Q9VA16	P78423
Q9W5W7	P78424
Q9VR81	P78508
P32100	P78527
Q7JPN9	P78536
Q8INR5	P78537
Q6IGX8	P78545
O77438	P78549
Q9VFR8	P78559
Q9VJQ5	P78563
Q9VE08	P79483
Q8IMY6	P80162
A0A0B4JDC8	P80188
Q9VDZ9	P80303
Q9VZ21	P80370
Q9W2E6	P80404
P13002	P80723
M9NFR6	P81408
A0A0B4K7Y4	P81605
Q9VMP0	P81877
Q9VHB7	P82650
Q8IPA1	P82663
Q9W3B2	P82664
Q9VEB9	P82675
Q6AWN6	P82912
O16810	P82914
P15425	P82921
Q7KUZ5	P82930
Q961D9	P82932
Q9VD51	P82933
Q9VJL7	P82970
Q9VKU8	P82979
Q9V3A0	P83105
A1Z9Z9	P83111
Q9V3W1	P83436
Q9VNI4	P83731
Q9Y112	P83876
Q9VJ27	P83881
Q9NCP8	P83916
Q9XTM1	P84022
Q9VNZ1	P84074
Q8MLQ0	P84077
P13709	P84085
Q7K2P1	P84090
X2J8L7	P84095
Q9VTP4	P84098
Q95RQ6	P84101
Q9XZ57	P84103
P18053	P84243
Q8IRD6	P84996
R9PY26	P85037
Q9VDD1	P86478
Q9VB64	P86479
Q9V3N1	P86480
Q9VEA4	P86481
Q9VLT8	P86496
Q9VWD0	P86791
Q9VUT3	P98077
Q9VNX6	P98082
Q04691	P98095
Q9VU51	P98153
Q06943	P98160
Q9VJS7	P98164
Q0IGP7	P98170
A1ZBJ8	P98172
Q9VSL1	P98179
Q9VKV5	P98194
Q9VS02	P98198
Q9VJ59	P99999
Q8IH49	Q00005
Q01820	Q00013
P31409	Q00059
Q7K2G1	Q00325
Q9VH69	Q00341
Q7K4A1	Q00403
P49963	Q00444
Q95RA9	Q00526
Q400N1	Q00534
Q9VLD6	Q00535
Q9VQI1	Q00536
Q9VFJ1	Q00537
Q9VC58	Q00577
Q9VWM4	Q00587
Q9VMK3	Q00597
Q9VIU4	Q00604
P02517	Q00610
Q9VVT4	Q00613
P50245	Q00653
Q9VDZ3	Q00688
A0A0B4KI17	Q00765
Q7K3W2	Q00796
P15357	Q00839
M9PC10	Q00872
Q9VVB6	Q00987
Q26366	Q00994
Q95TZ0	Q01081
Q9VHA9	Q01082
P10383	Q01085
Q9VEW6	Q01094
Q9VPT8	Q01105
P02835	Q01130
Q9VG13	Q01151
Q9V9V8	Q01167
Q9V9R2	Q01196
A1Z8G2	Q01201
A1ZBU8	Q01344
Q9VCZ5	Q01433
Q9VIC9	Q01453
Q9VD58	Q01469
A1Z9H7	Q01484
Q8T8R1	Q01518
Q9VBH7	Q01523
Q7K2I4	Q01524
Q9W070	Q01543
Q9VMS2	Q01546
Q9W0N9	Q01581
Q24404	Q01628
Q9VZA6	Q01650
Q7KKH3	Q01658
P08120	Q01664
B7Z085	Q01780
Q1RL19	Q01804
Q9VTX7	Q01813
Q0E961	Q01814
Q8IMK1	Q01826
Q9VU02	Q01831
Q9VPU7	Q01844
Q9VT01	Q01850
P45975	Q01860
Q9W1T4	Q01968
Q9VZR2	Q01970
O46077	Q01973
P21750	Q01974
Q6NP60	Q01995
P21663	Q02040
Q9VYH9	Q02078
Q4V3S9	Q02083
Q7JXB9	Q02156
Q3YNF2	Q02218
Q9W2L6	Q02224
Q9VXR9	Q02241
Q9VCY2	Q02252
Q9VLI5	Q02297
Q9V481	Q02338
A1Z7W3	Q02363
Q9VD83	Q02383
Q9VWL4	Q02410
Q9VC48	Q02413
Q9VB11	Q02446
A1Z7D6	Q02447
Q9VVG4	Q02487
Q9VDL0	Q02535
Q9VHL2	Q02539
P28668	Q02543
Q8SYJ2	Q02548
M9NDC4	Q02750
Q7JY07	Q02763
Q9V457	Q02790
Q9V3X2	Q02809
Q9VFC2	Q02818
Q7KT95	Q02833
O16130	Q02878
Q9VPZ1	Q02880
P42271	Q02930
Q9VY31	Q02952
Q9V3D9	Q02978
Q24188	Q03001
Q6NR39	Q03014
Q7K0Q0	Q03060
D3DN23	Q03111
Q9V3P3	Q03112
Q9VZU2	Q03135
Q9XZ28	Q03154
Q7K012	Q03164
Q9VNL0	Q03167
O46201	Q03169
Q9VLP7	Q03181
Q8INY9	Q03188
A1Z7A6	Q03252
Q8MKL0	Q03393
A0A075BJP4	Q03405
Q9VUS0	Q03426
Q9W0F0	Q03431
Q7K3N4	Q03468
Q9VU43	Q03518
Q9VNU2	Q03692
P08841	Q03701
Q7JUZ0	Q03933
A2VEV2	Q03936
A1Z714	Q03989
Q8IR99	Q04206
Q86PC9	Q04323
Q4V657	Q04446
Q9BIS2	Q04637
Q8IP17	Q04656
Q9VAY8	Q04695
Q9GSP1	Q04721
Q7K0F0	Q04724
Q9W4J9	Q04725
E1JIT7	Q04726
Q9VCK2	Q04760
Q9W404	Q04771
Q9W2E7	Q04837
Q9W3N6	Q04864
P54397	Q04917
Q9VW36	Q04941
Q9VMX9	Q05048
Q9NGC3	Q05086
Q9VUH6	Q05193
Q8SXX8	Q05209
A0A4P1SA55	Q05329
A1ZB42	Q05397
Q9VHM3	Q05513
Q7K4N3	Q05516
Q8I6M5	Q05519
Q9VH78	Q05586
Q8IP45	Q05639
Q0E8D0	Q05655
Q76NQ0	Q05682
Q9VL00	Q05707
Q9VF55	Q05923
A1ZAD3	Q05925
Q9VG93	Q05940
A2VEK1	Q05BQ5
P08099	Q05D32
Q9VC19	Q05D60
Q9VPY4	Q06124
Q9V4C1	Q06136
E1JIQ5	Q06187
Q9VLE4	Q06203
Q27324	Q06210
A8DYL9	Q06265
P07187	Q06323
Q95T98	Q06330
Q9VMC7	Q06418
Q9W4G9	Q06432
Q9VT83	Q06455
P04146	Q06481
A8DYK6	Q06495
Q9VND4	Q06546
P18487	Q06547
Q9VCW3	Q06587
P05527	Q06609
Q86LG1	Q06710
Q7KLW9	Q06787
Q9VRY5	Q06828
Q9VQK1	Q06830
Q9W478	Q06945
Q9Y137	Q07001
Q9W4H8	Q07002
Q9VB14	Q07020
Q24533	Q07021
Q9VGS2	Q07065
Q9VL07	Q07157
Q9VFU0	Q07325
P42287	Q07627
Q9NFU0	Q07666
Q9VG92	Q07812
Q9VKN5	Q07817
Q9VR65	Q07820
Q9VC14	Q07864
Q9VUQ5	Q07866
Q9VX52	Q07869
Q9VVK8	Q07889
Q9V492	Q07890
A8JR05	Q07912
Q9V3Q4	Q07954
P46222	Q07955
Q8SX83	Q07960
Q9VGC3	Q07973
Q9VCQ2	Q08043
M9PF73	Q08050
P82910	Q08117
P05990	Q08170
Q7K4B3	Q08174
Q86NU2	Q08188
Q9VL76	Q08209
Q0E8E8	Q08211
Q9VHM0	Q08257
Q7K4D1	Q08345
Q9VTC3	Q08357
Q8IPI2	Q08378
Q95RR8	Q08379
E1JJ90	Q08380
P04052	Q08426
Q9TW74	Q08431
A1Z802	Q08499
Q0IGY6	Q08554
Q9I7S6	Q08623
Q9VB45	Q08722
Q9VFL3	Q08752
Q9V6X7	Q08830
Q0E9F3	Q08881
Q9VJY6	Q08945
Q9VDT8	Q08999
Q9VH02	Q08AD1
Q9VMR6	Q08AF3
Q9VMP5	Q08AG7
Q95RX5	Q08AM6
O18400	Q08J23
Q9VY63	Q09019
Q9VH95	Q09028
Q7K0X9	Q09161
Q9VBQ2	Q09328
P21461	Q09472
Q9VVE5	Q09666
Q9V4A1	Q0D2I5
Q9VF41	Q0D2K3
Q9V9U4	Q0JRZ9
Q9VNX0	Q0VAQ4
Q8T0T9	Q0VD86
M9MS20	Q0VDD7
Q9W2L2	Q0VDF9
Q8T3W8	Q0VG06
Q7JVN6	Q0VGL1
P25159	Q0ZGT2
X2JL88	Q10471
Q9VW61	Q10472
Q0E9B7	Q10567
Q961H2	Q10570
P21914	Q10713
Q9VYY5	Q11206
A8JV04	Q12756
Q9W349	Q12765
Q9VY97	Q12768
Q9V9S0	Q12769
Q9VXK7	Q12770
Q9VC45	Q12772
Q9VJ34	Q12774
Q9W2V9	Q12778
Q8SX89	Q12788
Q9W4X9	Q12789
D0IQK3	Q12792
Q7K2Y9	Q12797
Q9VY34	Q12798
P45447	Q12800
Q9VK47	Q12802
Q7K2V7	Q12805
A1ZAM0	Q12815
Q9VU56	Q12816
Q9NJH0	Q12824
Q9VTU0	Q12830
A1ZAW5	Q12834
Q9VHR8	Q12837
A1Z803	Q12840
Q9VI08	Q12841
Q9VFT7	Q12846
P29843	Q12849
Q9VRW4	Q12851
Q9NII1	Q12857
Q8SXK2	Q12860
Q9VFD5	Q12866
Q9W1P1	Q12872
P41093	Q12873
Q8IRR5	Q12874
Q9VB29	Q12879
Q95RC3	Q12888
Q9W358	Q12891
Q9VR58	Q12899
P48423	Q12904
Q9V9W3	Q12905
Q9W237	Q12906
Q9VIS7	Q12907
